,,,Petrol,,Adv Petrol,,,Diesel,,,Adv Diesel,,,CNG ,,,Hybrid ,,,Electric,,,Bikes,,Electric Bikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entity,Year,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Lux,Adv Econ,Adv Lux ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,2005,0.1902,0.5034,0.1116,0,0,0,0.0013,0.0878,0.0843,0,0,0,0,0,0,0,0,0,0,0,0,0.0214,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,2006,0.1227,0.5587,0.0982,0,0,0,0.0015,0.1227,0.0743,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,2007,0.1405,0.4877,0.1234,0,0,0,0.0023,0.1246,0.0975,0,0,0,0,0,0,0,0,0,0,0,0,0.0239,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,2008,0.1405,0.4687,0.1273,0,0,0,0.0037,0.1282,0.1048,0,0,0,0,0,0,0,0,0,0,0,0,0.0268,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,2009,0.1368,0.4609,0.1301,0,0,0,0.0029,0.1334,0.1081,0,0,0,0,0,0,0,0,0,0,0,0,0.0279,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,2010,0.1217,0.4122,0.1175,0,0,0,0.0038,0.1741,0.1428,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,2011,0.1164,0.3898,0.1133,0,0,0,0.0041,0.1896,0.1564,0,0,0,0,0,0,0,0,0,0,0,0,0.0306,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,2012,0.111,0.3665,0.1077,0,0,0,0.0045,0.2064,0.1717,0,0,0,0,0,0,0,0,0,0,0,0,0.0322,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,2013,0.0978,0.3206,0.0947,0.0071,0.0233,0.0069,0.0047,0.2093,0.1761,0.0003,0.0144,0.0122,0,0,0,0,0,0,0,0,0,0.0305,0,0.0022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,2014,0.0918,0.2988,0.0889,0.0069,0.0222,0.0066,0.0053,0.2253,0.192,0.0004,0.0155,0.0135,0,0,0,0,0,0,0,0,0,0.0306,0,0.0023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,2015,0.0856,0.277,0.0832,0.0067,0.0212,0.0063,0.0058,0.2411,0.2081,0.0004,0.0168,0.015,0,0,0,0,0,0,0,0,0,0.0305,0,0.0024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,2004,0.2036,0.5029,0.1161,0,0,0,0,0.0839,0.0722,0,0,0,0,0,0,0,0,0,0,0,0,0.0213,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0052,0.0143,0,0
Lithuania,2005,0.1902,0.5034,0.1116,0,0,0,0.0013,0.0878,0.0843,0,0,0,0,0,0,0,0,0,0,0,0,0.0214,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0055,0.0154,0,0
Lithuania,2006,0.1227,0.5587,0.0982,0,0,0,0.0015,0.1227,0.0743,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0096,0.0212,0,0
Lithuania,2007,0.1405,0.4877,0.1234,0,0,0,0.0023,0.1246,0.0975,0,0,0,0,0,0,0,0,0,0,0,0,0.0239,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.0213,0,0
Lithuania,2008,0.1405,0.4687,0.1273,0,0,0,0.0037,0.1282,0.1048,0,0,0,0,0,0,0,0,0,0,0,0,0.0268,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0048,0.0178,0,0
Lithuania,2009,0.1368,0.4609,0.1301,0,0,0,0.0029,0.1334,0.1081,0,0,0,0,0,0,0,0,0,0,0,0,0.0279,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0041,0.0189,0,0
Lithuania,2010,0.1217,0.4122,0.1175,0,0,0,0.0038,0.1741,0.1428,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0042,0.0149,0,0
Lithuania,2011,0.1164,0.3898,0.1133,0,0,0,0.0041,0.1896,0.1564,0,0,0,0,0,0,0,0,0,0,0,0,0.0306,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0034,0.0129,0,0
Lithuania,2012,0.111,0.3665,0.1077,0,0,0,0.0045,0.2064,0.1717,0,0,0,0,0,0,0,0,0,0,0,0,0.0322,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.0161,0,0
Lithuania,2013,0.1026,0.3155,0.0978,0.0073,0.0229,0.007,0.0047,0.208,0.175,0.0003,0.0144,0.0121,0,0,0,0,0,0,0,0,0,0.0303,0,0.0022,0,,,,,,,,,,,,,,,,,,,,,,,,0.0036,0.0158,0.0003,0.0011
Lithuania,2014,0.1009,0.2896,0.0947,0.0074,0.0215,0.0069,0.0052,0.2227,0.1896,0.0004,0.0155,0.0133,0,0,0,0,0,0,0,0,0,0.0303,0,0.0022,0,,,,,,,,,,,,,,,,,,,,,,,,0.0034,0.0166,0.0003,0.0012
Lithuania,2015,0.0986,0.2645,0.0914,0.0075,0.0202,0.0068,0.0057,0.237,0.2043,0.0004,0.0168,0.0146,0,0,0,0,0,0,0,0,0,0.03,0,0.0022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,2004,0.5947,0.2277,0.0209,0,0,0,0.0171,0.0958,0.024,0,0,0,0.0002,0.0001,0,0,0,0,0,0,0,0.0052,0.0143,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,2005,0.5911,0.2423,0.0227,0,0,0,0.0101,0.0886,0.024,0,0,0,0.0002,0.0001,0,0,0,0,0,0,0,0.0055,0.0154,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,2006,0.582,0.2159,0.0206,0,0,0,0.0121,0.1096,0.0288,0,0,0,0.0002,0.0001,0,0,0,0,0,0,0,0.0096,0.0212,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,2007,0.571,0.2143,0.0202,0,0,0,0.0143,0.1179,0.0316,0,0,0,0.0002,0.0001,0,0,0,0,0,0,0,0.009,0.0213,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,2008,0.5469,0.222,0.0192,0,0,0,0.017,0.1361,0.0363,0,0,0,0,0,0,0,0,0,0,0,0,0.0048,0.0178,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,2009,0.5411,0.2209,0.0187,0,0,0,0.0178,0.1404,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0.0041,0.0189,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,2010,0.4752,0.1986,0.0174,0,0,0,0.0249,0.2083,0.0564,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0.0149,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,2011,0.4862,0.1892,0.0171,0,0,0,0.0254,0.2084,0.0573,0,0,0,0,0,0,0,0,0,0,0,0,0.0034,0.0129,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,2012,0.5226,0.214,0.0174,0,0,0,0.0193,0.163,0.0437,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.0161,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,2013,0.4787,0.1948,0.0159,0.0345,0.014,0.0011,0.0195,0.1611,0.0439,0.0013,0.0112,0.0031,0,0,0,0,0,0,0,0,0,0.0036,0.0158,0.0003,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,2014,0.4687,0.1895,0.0156,0.035,0.014,0.0011,0.0211,0.1698,0.0471,0.0015,0.0119,0.0033,0,0,0,0,0,0,0,0,0,0.0034,0.0166,0.0003,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,2015,0.4582,0.1842,0.0153,0.0357,0.0141,0.0011,0.0226,0.1786,0.0504,0.0016,0.0126,0.0037,0,0,0,0,0,0,0,0,0,0.0032,0.0173,0.0003,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,2004,0.1875,0.2335,0.4003,0,0,0,0.0033,0.0702,0.0385,0,0,0,0.0017,0.0018,0.0006,0,0.0012,0.0003,0,0,0,0.0539,0.0073,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,2005,0.1957,0.2356,0.3865,0,0,0,0.0034,0.0709,0.039,0,0,0,0.0021,0.0021,0.0006,0,0.0015,0.0006,0,0,0,0.0533,0.0087,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,2006,0.2001,0.2339,0.3751,0,0,0,0.0049,0.0745,0.0388,0,0,0,0.0023,0.0023,0.0006,0,0.0018,0.0009,0,0,0,0.0553,0.0093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,2007,0.2018,0.2345,0.3681,0,0,0,0.0058,0.0776,0.0394,0,0,0,0.0026,0.0025,0.0004,0,0.0023,0.0011,0,0,0,0.0554,0.0086,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,2008,0.2046,0.2381,0.3545,0,0,0,0.0057,0.0798,0.0402,0,0,0,0.0029,0.0027,0.0004,0,0.0026,0.0013,0,0,0,0.0583,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,2009,0.2106,0.2343,0.3479,0,0,0,0.0068,0.0818,0.0405,0,0,0,0.0034,0.0031,0.0004,0.0002,0.0031,0.0014,0,0,0,0.0573,0.0092,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,2010,0.2125,0.2333,0.3411,0,0,0,0.008,0.0834,0.0403,0,0,0,0.0038,0.0034,0.0004,0.0003,0.0035,0.0016,0,0,0,0.0592,0.0093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,2011,0.2163,0.2323,0.3318,0,0,0,0.0084,0.0851,0.0394,0,0,0,0.0077,0.0035,0.0004,0.0003,0.004,0.0017,0,0.0001,0,0.0593,0.0096,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,2012,0.218,0.2324,0.3241,0,0,0,0.0087,0.0929,0.0386,0,0,0,0.0049,0.0036,0.0004,0.0003,0.0048,0.0021,0,0.0001,0,0.0591,0.0098,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,2013,0.2089,0.2186,0.3002,0.0148,0.0155,0.0213,0.0086,0.0889,0.0357,0.0006,0.0062,0.0025,0.0055,0.0038,0.0004,0.0004,0.0053,0.0023,0,0.0002,0,0.0472,0.0091,0.0034,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,2014,0.2106,0.2205,0.2973,0.0153,0.0159,0.0214,0.0089,0.0912,0.0362,0.0006,0.0064,0.0026,0.0059,0.0038,0.0004,0.0004,0.0059,0.0025,0,0.0002,0,0.0417,0.0086,0.003,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,2015,0.2345,0.2086,0.2704,0.0172,0.0153,0.0198,0.0105,0.0911,0.0368,0.0007,0.0064,0.0027,0.0065,0.0038,0.0003,0.0005,0.0071,0.003,0,0.0002,0,0.0517,0.0086,0.0038,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2004,0.4856,0.2443,0.0185,0,0,0,0.0066,0.1065,0.0259,0,0,0,0.0435,0.0219,0.0017,0,0,0,0,0,0,0.0258,0.0199,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2005,0.4808,0.2456,0.0199,0,0,0,0.0046,0.0789,0.0192,0,0,0,0.0686,0.035,0.0028,0,0,0,0,0,0,0.0251,0.0194,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2006,0.4558,0.2383,0.0202,0,0,0,0.0056,0.0933,0.0236,0,0,0,0.0773,0.0404,0.0034,0,0,0,0,0,0,0.0232,0.0187,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2007,0.4273,0.2282,0.0204,0,0,0,0.0065,0.1123,0.029,0,0,0,0.0825,0.0441,0.0039,0,0,0,0,0,0,0.0275,0.0182,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2008,0.4019,0.2188,0.0211,0,0,0,0.0076,0.1352,0.0342,0,0,0,0.0828,0.0451,0.0044,0,0,0,0,0,0,0.0305,0.0184,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2009,0.3827,0.2084,0.0205,0,0,0,0.0084,0.1538,0.0362,0,0,0,0.0856,0.0466,0.0046,0,0,0,0,0,0,0.0337,0.0195,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2010,0.369,0.2009,0.0197,0,0,0,0.0093,0.1704,0.0374,0,0,0,0.087,0.0473,0.0047,0,0,0,0,0,0,0.0348,0.0195,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2011,0.3554,0.1947,0.0191,0,0,0,0.0101,0.1853,0.0388,0,0,0,0.0878,0.0481,0.0047,0,0.0001,0,0,0,0,0.0361,0.0197,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2012,0.345,0.1907,0.0186,0,0,0,0.0108,0.1969,0.0399,0,0,0,0.088,0.0486,0.0047,0,0.0001,0,0,0,0,0.0368,0.0197,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2013,0.3104,0.1687,0.0174,0.0225,0.0122,0.0012,0.0108,0.2018,0.0381,0.0007,0.0139,0.0027,0.0896,0.05,0.0048,0,0.0001,0,0,0,0,0.0335,0.0178,0.0024,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2014,0.2982,0.1595,0.0174,0.0224,0.0119,0.0013,0.0115,0.2202,0.0387,0.0008,0.0153,0.0028,0.0908,0.0511,0.0049,0,0.0001,0,0,0,0,0.0324,0.017,0.0024,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2015,0.2857,0.1504,0.0173,0.0224,0.0116,0.0013,0.0122,0.2395,0.0392,0.0009,0.0168,0.0029,0.0915,0.052,0.0049,0,0.0001,0,0,0,0,0.0312,0.0162,0.0024,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,2004,0.4866,0.2813,0.0198,0,0,0,0.007,0.1562,0.0279,0,0,0,0,0,0,0,0,0,0,0,0,0.0152,0.0061,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,2005,0.4715,0.276,0.0193,0,0,0,0.0081,0.1702,0.0304,0,0,0,0,0,0,0,0,0,0,0,0,0.0177,0.0067,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,2006,0.451,0.2678,0.0189,0,0,0,0.0089,0.1903,0.0367,0,0,0,0,0,0,0,0,0,0,0,0,0.0186,0.0078,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,2007,0.4258,0.2568,0.0181,0,0,0,0.0095,0.2119,0.0439,0,0,0,0,0,0,0,0,0,0,0,0,0.0238,0.0101,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,2008,0.4069,0.2483,0.0182,0,0,0,0.0106,0.2288,0.0494,0,0,0,0,0,0,0,0,0,0,0,0,0.0265,0.0113,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,2009,0.3902,0.2394,0.0178,0,0,0,0.0113,0.2472,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0.0277,0.0125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,2010,0.3787,0.2308,0.0171,0,0,0,0.0119,0.2638,0.0565,0,0,0,0,0,0,0,0,0,0,0,0,0.0275,0.0136,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,2011,0.3694,0.2234,0.0162,0,0,0,0.0126,0.2794,0.0575,0,0,0,0,0,0,0,0,0,0,0,0,0.0268,0.0146,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,2012,0.3608,0.2134,0.0151,0,0,0,0.0135,0.2975,0.0578,0,0,0,0,0,0,0,0,0,0,0,0,0.0261,0.0158,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,2013,0.3298,0.1909,0.0132,0.024,0.0138,0.001,0.0134,0.2935,0.0543,0.0009,0.0203,0.0039,0,0,0,0,0,0,0,0,0,0.023,0.0151,0.0017,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,2014,0.3221,0.1827,0.0124,0.0244,0.0136,0.0009,0.0142,0.3088,0.0545,0.001,0.0214,0.004,0,0.0001,0,0,0,0,0,0,0,0.0217,0.0154,0.0017,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,2015,0.314,0.1745,0.0117,0.025,0.0135,0.0009,0.0149,0.3242,0.0546,0.001,0.0226,0.0041,0,0.0001,0,0,0,0,0,0,0,0.0203,0.0157,0.0017,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,2004,0.467,0.27,0.019,0,0,0,0.0067,0.1499,0.0267,0,0,0,0,0,0,0,0,0,0,0,0,0.0606,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,2005,0.4554,0.2665,0.0187,0,0,0,0.0078,0.1644,0.0294,0,0,0,0,0,0,0,0,0,0,0,0,0.0577,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,2006,0.4384,0.2603,0.0184,0,0,0,0.0087,0.185,0.0357,0,0,0,0,0,0,0,0,0,0,0,0,0.0535,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,2007,0.4185,0.2524,0.0178,0,0,0,0.0094,0.2083,0.0432,0,0,0,0,0,0,0,0,0,0,0,0,0.0505,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,2008,0.4026,0.2456,0.018,0,0,0,0.0105,0.2264,0.0489,0,0,0,0,0,0,0,0,0,0,0,0,0.0481,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,2009,0.3914,0.2401,0.0178,0,0,0,0.0114,0.2479,0.0541,0,0,0,0,0,0,0,0,0,0,0,0,0.0373,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,2010,0.3793,0.2311,0.0171,0,0,0,0.012,0.2642,0.0566,0,0,0,0,0,0,0,0,0,0,0,0,0.0398,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,2011,0.3691,0.2233,0.0162,0,0,0,0.0126,0.2792,0.0575,0,0,0,0,0,0,0,0,0,0,0,0,0.0422,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,2012,0.3598,0.2128,0.015,0,0,0,0.0135,0.2967,0.0576,0,0,0,0,0,0,0,0,0,0,0,0,0.0446,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,2013,0.3258,0.1895,0.0131,0.0236,0.0137,0.0009,0.0135,0.2938,0.0553,0.0009,0.0204,0.0039,0,0,0,0,0,0,0,0,0,0.0426,0,0.003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,2014,0.3152,0.1805,0.0121,0.0236,0.0134,0.0009,0.0145,0.3101,0.0565,0.001,0.0217,0.0041,0,0,0,0,0,0,0,0,0,0.0433,0,0.0032,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,2015,0.3042,0.1715,0.0113,0.0238,0.0132,0.0009,0.0155,0.3264,0.0577,0.0011,0.0231,0.0043,0,0,0,0,0,0,0,0,0,0.0438,0,0.0033,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2004,0.4522,0.2887,0.0116,0,0,0,0.0086,0.1713,0.0482,0,0,0,0,0,0,0,0,0,0,0,0,0.0194,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2005,0.5184,0.2101,0.0109,0,0,0,0.0099,0.1863,0.0445,0,0,0,0,0,0,0,0,0,0,0,0,0.0199,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2006,0.6814,0.0387,0.0148,0,0,0,0.0111,0.1955,0.0485,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2007,0.5342,0.1765,0.012,0,0,0,0.0126,0.2049,0.0484,0,0,0,0,0,0,0,0,0,0,0,0,0.0114,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2008,0.5412,0.1569,0.013,0,0,0,0.0135,0.2123,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.0131,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2009,0.5157,0.1708,0.0128,0,0,0,0.0142,0.2231,0.0498,0,0,0,0,0,0,0,0,0,0,0,0,0.0137,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2010,0.485,0.1849,0.0128,0,0,0,0.0151,0.2378,0.0503,0,0,0,0,0,0,0,0,0,0,0,0,0.0143,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2011,0.5108,0.187,0.0143,0,0,0,0.0136,0.2157,0.0429,0,0,0,0,0,0,0,0,0,0,0,0,0.0158,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2012,0.4542,0.1934,0.0121,0,0,0,0.0171,0.2562,0.0516,0,0,0,0,0,0,0,0,0,0,0,0,0.0154,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2013,0.4084,0.1842,0.0115,0.0295,0.0131,0.0008,0.0169,0.2492,0.0486,0.0012,0.0174,0.0034,0,0,0,0,0,0,0,0,0,0.0147,0,0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2014,0.3927,0.1875,0.0116,0.0293,0.0136,0.0008,0.0179,0.2586,0.0489,0.0013,0.0182,0.0035,0,0,0,0,0,0,0,0,0,0.015,0,0.0011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2015,0.377,0.1905,0.0118,0.0293,0.0143,0.0009,0.0188,0.2678,0.049,0.0013,0.0192,0.0036,0,0,0,0,0,0,0,0,0,0.0152,0,0.0011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,2004,0.4461,0.2848,0.0115,0,0,0,0.0085,0.169,0.0475,0,0,0,0,0,0,0,0,0,0,0,0,0.0256,0.007,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,2005,0.519,0.2103,0.0109,0,0,0,0.0099,0.1865,0.0446,0,0,0,0,0,0,0,0,0,0,0,0,0.0127,0.0062,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,2006,0.6844,0.0388,0.0149,0,0,0,0.0112,0.1963,0.0487,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0.0034,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,2007,0.5365,0.1773,0.012,0,0,0,0.0126,0.2058,0.0486,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0.0038,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,2008,0.5436,0.1576,0.013,0,0,0,0.0135,0.2132,0.0502,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0.0064,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,2009,0.518,0.1716,0.0128,0,0,0,0.0142,0.2241,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0.007,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,2010,0.4872,0.1857,0.0128,0,0,0,0.0151,0.2389,0.0505,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,0.0073,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,2011,0.5134,0.188,0.0143,0,0,0,0.0137,0.2168,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0.0083,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,2012,0.4565,0.1944,0.0121,0,0,0,0.0172,0.2575,0.0518,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,0.008,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,2013,0.4062,0.1908,0.0109,0.0295,0.0134,0.0008,0.0169,0.2497,0.0494,0.0012,0.0174,0.0035,0,0,0,0,0.0001,0,0,0,0,0.0022,0.0073,0.0002,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,2014,0.3863,0.1998,0.0106,0.0291,0.0144,0.0008,0.0177,0.2582,0.0503,0.0012,0.0181,0.0036,0,0,0,0,0.0001,0,0,0,0,0.0022,0.0071,0.0002,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,2015,0.3666,0.2088,0.0102,0.0288,0.0155,0.0008,0.0185,0.2662,0.051,0.0013,0.0189,0.0038,0,0,0,0,0.0001,0,0,0,0,0.0021,0.0068,0.0002,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2004,0.2242,0.5154,0.0797,0,0,0,0.0004,0.0722,0.0487,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0.0218,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2005,0.2062,0.5023,0.0853,0,0,0,0.001,0.0857,0.0599,0,0,0,0,0,0,0,0,0,0,0,0,0.0374,0.0222,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2006,0.1902,0.4848,0.0889,0,0,0,0.0016,0.0994,0.0745,0,0,0,0,0,0,0,0,0,0,0,0,0.0377,0.023,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2007,0.1737,0.4551,0.0883,0,0,0,0.0024,0.1233,0.0952,0,0,0,0,0,0,0,0.0004,0.0001,0,0,0,0.0375,0.0239,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2008,0.1651,0.4306,0.0853,0,0,0,0.0046,0.1449,0.1055,0,0,0,0,0,0,0,0.0006,0.0001,0,0,0,0.0384,0.0249,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2009,0.1577,0.4072,0.082,0,0,0,0.0058,0.1639,0.1184,0,0,0,0,0,0,0,0.0007,0.0001,0,0,0,0.0384,0.0257,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2010,0.1506,0.3808,0.0778,0,0,0,0.0065,0.1869,0.1333,0,0,0,0,0,0,0,0,0,0,0,0,0.0382,0.026,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2011,0.1443,0.3531,0.0731,0,0,0,0.0077,0.2101,0.1463,0,0,0,0,0,0,0.0001,0.001,0.0001,0,0.0001,0.0003,0.0379,0.026,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2012,0.1466,0.3473,0.0725,0,0,0,0.0072,0.213,0.1456,0,0,0,0,0,0,0.0001,0.0014,0.0001,0,0.0001,0.001,0.0385,0.0268,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2013,0.1324,0.3019,0.0645,0.0096,0.0219,0.0046,0.0073,0.2212,0.1495,0.0005,0.0151,0.0104,0,0,0,0,0.0015,0,0,0.0001,0.0013,0.0319,0.0222,0.0024,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,
