,,,Petrol,,Adv Petrol,,,Diesel,,,Adv Diesel,,,CNG ,,,Hybrid ,,,Electric,,,Bikes,,Electric Bikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entity,Year,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Lux,Adv Econ,Adv Lux ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea,2006,0.122,0.3169,0.0584,0,0,0,0,0.0758,0.3105,0,0,0,0,0,0,0,0,0,0,0,0,0.0834,0.033,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea,2007,0.1111,0.319,0.0663,0,0,0,0,0.0759,0.3133,0,0,0,0,0,0,0,0,0,0,0,0,0.0827,0.0317,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea,2008,0.111,0.3242,0.0713,0,0,0,0,0.0757,0.3057,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0.081,0.0308,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea,2009,0.1075,0.3349,0.0725,0,0,0,0,0.0757,0.2996,0,0,0,0,0,0,0,0.0001,0.0008,0,0,0,0.0793,0.0296,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea,2010,0.1062,0.3427,0.0764,0,0,0,0,0.0774,0.2899,0,0,0,0,0,0,0,0.0002,0.0014,0,0,0,0.0784,0.0273,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea,2011,0.1072,0.341,0.0767,0,0,0,0,0.0774,0.291,0,0,0,0,0,0,0,0.0005,0.0028,0,0,0,0.0776,0.0256,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea,2012,0.1095,0.3357,0.0766,0,0,0,0,0.0757,0.2952,0,0,0,0,0,0,0,0.0007,0.0053,0,0,0,0.077,0.0244,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea,2013,0.1024,0.3085,0.0721,0.0073,0.0223,0.0051,0,0.0728,0.2798,0,0.0052,0.0199,0,0,0,0,0.0008,0.0067,0,0.0001,0,0.0695,0.0211,0.0049,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea,2014,0.1025,0.3031,0.0726,0.0075,0.0227,0.0053,0,0.0747,0.2835,0,0.0054,0.0205,0,0,0,0,0.0011,0.0086,0,0.0001,0,0.067,0.0194,0.0048,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea,2015,0.1025,0.2975,0.073,0.0076,0.0231,0.0055,0,0.0765,0.2868,0,0.0057,0.0212,0,0,0,0,0.0013,0.011,0,0.0001,0,0.0644,0.0179,0.0046,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2004,0.1875,0.2335,0.4003,0,0,0,0.0033,0.0702,0.0385,0,0,0,0.0017,0.0018,0.0006,0,0.0012,0.0003,0,0,0,0.0539,0.0073,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2005,0.1957,0.2356,0.3865,0,0,0,0.0034,0.0709,0.039,0,0,0,0.0021,0.0021,0.0006,0,0.0015,0.0006,0,0,0,0.0533,0.0087,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2006,0.2001,0.2339,0.3751,0,0,0,0.0049,0.0745,0.0388,0,0,0,0.0023,0.0023,0.0006,0,0.0018,0.0009,0,0,0,0.0553,0.0093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2007,0.2018,0.2345,0.3681,0,0,0,0.0058,0.0776,0.0394,0,0,0,0.0026,0.0025,0.0004,0,0.0023,0.0011,0,0,0,0.0554,0.0086,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2008,0.2046,0.2381,0.3545,0,0,0,0.0057,0.0798,0.0402,0,0,0,0.0029,0.0027,0.0004,0,0.0026,0.0013,0,0,0,0.0583,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2009,0.2106,0.2343,0.3479,0,0,0,0.0068,0.0818,0.0405,0,0,0,0.0034,0.0031,0.0004,0.0002,0.0031,0.0014,0,0,0,0.0573,0.0092,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2010,0.2125,0.2333,0.3411,0,0,0,0.008,0.0834,0.0403,0,0,0,0.0038,0.0034,0.0004,0.0003,0.0035,0.0016,0,0,0,0.0592,0.0093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2011,0.2163,0.2323,0.3318,0,0,0,0.0084,0.0851,0.0394,0,0,0,0.0077,0.0035,0.0004,0.0003,0.004,0.0017,0,0.0001,0,0.0593,0.0096,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2012,0.218,0.2324,0.3241,0,0,0,0.0087,0.0929,0.0386,0,0,0,0.0049,0.0036,0.0004,0.0003,0.0048,0.0021,0,0.0001,0,0.0591,0.0098,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2013,0.2089,0.2186,0.3002,0.0148,0.0155,0.0213,0.0086,0.0889,0.0357,0.0006,0.0062,0.0025,0.0055,0.0038,0.0004,0.0004,0.0053,0.0023,0,0.0002,0,0.0472,0.0091,0.0034,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2014,0.2106,0.2205,0.2973,0.0153,0.0159,0.0214,0.0089,0.0912,0.0362,0.0006,0.0064,0.0026,0.0059,0.0038,0.0004,0.0004,0.0059,0.0025,0,0.0002,0,0.0417,0.0086,0.003,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2015,0.2003,0.2134,0.3131,0.0147,0.0154,0.0227,0.0104,0.0859,0.0362,0.0007,0.0061,0.0026,0.0066,0.0038,0.0004,0.0005,0.0069,0.0029,0,0.0002,0,0.0441,0.0091,0.0032,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,2004,0.1119,0.1234,0.0277,0,0,0,0.0049,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0.6099,0.1042,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,2005,0.1032,0.123,0.0259,0,0,0,0.0045,0,0.0186,0,0,0,0,0,0,0,0,0,0,0,0,0.6291,0.0957,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,2006,0.097,0.1228,0.0249,0,0,0,0.0042,0,0.0196,0,0,0,0,0,0,0,0,0,0,0,0,0.6387,0.0928,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,2007,0.091,0.1219,0.0248,0,0,0,0.0039,0,0.0205,0,0,0,0,0,0,0,0,0,0,0,0,0.6465,0.0913,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,2008,0.0894,0.1285,0.0263,0,0,0,0.0038,0,0.0227,0,0,0,0,0,0,0,0,0,0,0,0,0.6414,0.088,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,2009,0.077,0.1202,0.0245,0,0,0,0.0032,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0.6646,0.0885,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,2010,0.07,0.12,0.0239,0,0,0,0.0028,0,0.0223,0,0,0,0,0,0,0,0,0,0,0,0,0.6742,0.0868,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,2011,0.0642,0.1195,0.0226,0,0,0,0.0026,0,0.0218,0,0,0,0,0,0,0,0,0,0,0,0,0.6838,0.0856,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,2012,0.0608,0.1186,0.0214,0,0,0,0.0025,0,0.0222,0,0,0,0,0,0,0,0,0,0,0,0,0.689,0.0855,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,2013,0.0546,0.1129,0.0192,0.0039,0.008,0.0014,0.0022,0,0.022,0.0002,0,0.0015,0,0,0,0,0,0,0,0,0,0.6452,0.078,0.0454,0.0055,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,2014,0.0526,0.115,0.0186,0.0038,0.0082,0.0013,0.0021,0,0.0232,0.0002,0,0.0016,0,0,0,0,0,0,0,0,0,0.6465,0.0763,0.0453,0.0054,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,2015,0.0507,0.1171,0.0179,0.0037,0.0084,0.0013,0.002,0,0.0245,0.0001,0,0.0017,0,0,0,0,0,0,0,0,0,0.6474,0.0745,0.0453,0.0052,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Asean,2004,0.5198,0.0714,0.0432,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.3548,0.0107,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Asean,2005,0.5159,0.0804,0.0445,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.3471,0.0121,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Asean,2006,0.5109,0.0889,0.0457,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.3407,0.0136,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Asean,2007,0.5,0.1012,0.0501,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0.3327,0.0157,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Asean,2008,0.4841,0.1151,0.0536,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0.3285,0.0183,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Asean,2009,0.4686,0.1284,0.0564,0,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0.3258,0.0202,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Asean,2010,0.4441,0.1474,0.0627,0,0,0,0,0,0.0006,0,0,0,0,0,0,0.0002,0,0,0,0,0,0.3222,0.0228,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Asean,2011,0.4221,0.1636,0.0705,0,0,0,0,0,0.0007,0,0,0,0,0,0,0.0007,0.0005,0,0,0,0,0.3167,0.0252,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Asean,2012,0.3982,0.1774,0.0827,0,0,0,0,0.0001,0.0008,0,0,0,0,0,0,0.0012,0.0009,0,0,0,0,0.3104,0.0283,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Asean,2013,0.3551,0.1849,0.0875,0.0255,0.0127,0.006,0,0.0001,0.0008,0,0,0.0001,0,0,0,0.0016,0.0012,0,0,0,0,0.2748,0.0282,0.0196,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Asean,2014,0.3379,0.2049,0.0982,0.0246,0.0142,0.0068,0,0.0002,0.0009,0,0,0.0001,0,0,0,0.002,0.0015,0,0,0,0,0.2586,0.0297,0.0185,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Asean,2015,0.3201,0.2258,0.1095,0.0237,0.0158,0.0076,0,0.0002,0.0011,0,0,0.0001,0,0,0,0.0026,0.0019,0,0,0,0,0.2413,0.031,0.0172,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPEC ecl Venezuela,2004,0.0838,0.1937,0.7162,0,0,0,0,0.0002,0.0061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPEC ecl Venezuela,2005,0.0876,0.1979,0.7072,0,0,0,0,0.0002,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPEC ecl Venezuela,2006,0.0913,0.2021,0.6981,0,0,0,0,0.0002,0.0083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPEC ecl Venezuela,2007,0.0954,0.2056,0.689,0,0,0,0,0.0002,0.0098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPEC ecl Venezuela,2008,0.1004,0.2097,0.678,0,0,0,0,0.0002,0.0117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPEC ecl Venezuela,2009,0.1061,0.2139,0.6662,0,0,0,0,0.0002,0.0136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPEC ecl Venezuela,2010,0.1126,0.2142,0.6589,0,0,0,0,0.0002,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPEC ecl Venezuela,2011,0.1166,0.2188,0.6469,0,0,0,0,0.0007,0.0169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPEC ecl Venezuela,2012,0.1226,0.2265,0.6296,0,0,0,0,0.0014,0.0198,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPEC ecl Venezuela,2013,0.116,0.2193,0.5711,0.0093,0.0171,0.0441,0,0.0016,0.0198,0,0.0001,0.0015,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPEC ecl Venezuela,2014,0.1167,0.2258,0.5529,0.0111,0.0206,0.0478,0,0.002,0.0211,0,0.0001,0.0018,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPEC ecl Venezuela,2015,0.1169,0.2317,0.5342,0.0133,0.0247,0.0518,0,0.0025,0.0224,0,0.0002,0.0021,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of World,2004,0.1034,0.4449,0.3187,0,0,0,0.0018,0.0766,0.0546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of World,2005,0.1131,0.4451,0.3071,0,0,0,0.0023,0.074,0.0584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of World,2006,0.1288,0.4372,0.2943,0,0,0,0.0029,0.0715,0.0653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of World,2007,0.1422,0.4258,0.2856,0,0,0,0.0034,0.0697,0.0733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of World,2008,0.1522,0.4164,0.28,0,0,0,0.0038,0.0675,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of World,2009,0.1602,0.4101,0.2745,0,0,0,0.0042,0.0647,0.0863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of World,2010,0.173,0.3977,0.2698,0,0,0,0.0047,0.0615,0.0932,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of World,2011,0.1803,0.3856,0.2708,0,0,0,0.0067,0.0566,0.0999,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of World,2012,0.1901,0.3674,0.2734,0,0,0,0.0082,0.0549,0.1059,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of World,2013,0.184,0.33,0.2582,0.0129,0.0236,0.0182,0.0082,0.0498,0.1035,0.0006,0.0035,0.0072,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of World,2014,0.1903,0.3172,0.2607,0.0134,0.0228,0.0185,0.0088,0.0483,0.108,0.0006,0.0035,0.0076,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of World,2015,0.1965,0.3046,0.2629,0.014,0.0222,0.0189,0.0094,0.0467,0.1126,0.0007,0.0034,0.008,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,2004,0.1875,0.2335,0.4003,0,0,0,0.0033,0.0702,0.0385,0,0,0,0.0017,0.0018,0.0006,0,0.0012,0.0003,0,0,0,0.0539,0.0073,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,2005,0.1957,0.2356,0.3865,0,0,0,0.0034,0.0709,0.039,0,0,0,0.0021,0.0021,0.0006,0,0.0015,0.0006,0,0,0,0.0533,0.0087,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,2006,0.2001,0.2339,0.3751,0,0,0,0.0049,0.0745,0.0388,0,0,0,0.0023,0.0023,0.0006,0,0.0018,0.0009,0,0,0,0.0553,0.0093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,2007,0.2018,0.2345,0.3681,0,0,0,0.0058,0.0776,0.0394,0,0,0,0.0026,0.0025,0.0004,0,0.0023,0.0011,0,0,0,0.0554,0.0086,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,2008,0.2046,0.2381,0.3545,0,0,0,0.0057,0.0798,0.0402,0,0,0,0.0029,0.0027,0.0004,0,0.0026,0.0013,0,0,0,0.0583,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,2009,0.2106,0.2343,0.3479,0,0,0,0.0068,0.0818,0.0405,0,0,0,0.0034,0.0031,0.0004,0.0002,0.0031,0.0014,0,0,0,0.0573,0.0092,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,2010,0.2125,0.2333,0.3411,0,0,0,0.008,0.0834,0.0403,0,0,0,0.0038,0.0034,0.0004,0.0003,0.0035,0.0016,0,0,0,0.0592,0.0093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,2011,0.2163,0.2323,0.3318,0,0,0,0.0084,0.0851,0.0394,0,0,0,0.0077,0.0035,0.0004,0.0003,0.004,0.0017,0,0.0001,0,0.0593,0.0096,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,2012,0.218,0.2324,0.3241,0,0,0,0.0087,0.0929,0.0386,0,0,0,0.0049,0.0036,0.0004,0.0003,0.0048,0.0021,0,0.0001,0,0.0591,0.0098,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,2013,0.2089,0.2186,0.3002,0.0148,0.0155,0.0213,0.0086,0.0889,0.0357,0.0006,0.0062,0.0025,0.0055,0.0038,0.0004,0.0004,0.0053,0.0023,0,0.0002,0,0.0472,0.0091,0.0034,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,2014,0.2106,0.2205,0.2973,0.0153,0.0159,0.0214,0.0089,0.0912,0.0362,0.0006,0.0064,0.0026,0.0059,0.0038,0.0004,0.0004,0.0059,0.0025,0,0.0002,0,0.0417,0.0086,0.003,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,2015,0.213,0.2198,0.2965,0.0159,0.0162,0.0217,0.0094,0.0942,0.0353,0.0007,0.0067,0.0026,0.0066,0.0039,0.0004,0.0005,0.0069,0.0028,0,0.0003,0.0001,0.035,0.0085,0.0026,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2004,0.1875,0.2335,0.4003,0,0,0,0.0033,0.0702,0.0385,0,0,0,0.0017,0.0018,0.0006,0,0.0012,0.0003,0,0,0,0.0539,0.0073,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2005,0.1957,0.2356,0.3865,0,0,0,0.0034,0.0709,0.039,0,0,0,0.0021,0.0021,0.0006,0,0.0015,0.0006,0,0,0,0.0533,0.0087,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2006,0.2001,0.2339,0.3751,0,0,0,0.0049,0.0745,0.0388,0,0,0,0.0023,0.0023,0.0006,0,0.0018,0.0009,0,0,0,0.0553,0.0093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2007,0.2018,0.2345,0.3681,0,0,0,0.0058,0.0776,0.0394,0,0,0,0.0026,0.0025,0.0004,0,0.0023,0.0011,0,0,0,0.0554,0.0086,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2008,0.2046,0.2381,0.3545,0,0,0,0.0057,0.0798,0.0402,0,0,0,0.0029,0.0027,0.0004,0,0.0026,0.0013,0,0,0,0.0583,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2009,0.2106,0.2343,0.3479,0,0,0,0.0068,0.0818,0.0405,0,0,0,0.0034,0.0031,0.0004,0.0002,0.0031,0.0014,0,0,0,0.0573,0.0092,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2010,0.2125,0.2333,0.3411,0,0,0,0.008,0.0834,0.0403,0,0,0,0.0038,0.0034,0.0004,0.0003,0.0035,0.0016,0,0,0,0.0592,0.0093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2011,0.2163,0.2323,0.3318,0,0,0,0.0084,0.0851,0.0394,0,0,0,0.0077,0.0035,0.0004,0.0003,0.004,0.0017,0,0.0001,0,0.0593,0.0096,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2012,0.218,0.2324,0.3241,0,0,0,0.0087,0.0929,0.0386,0,0,0,0.0049,0.0036,0.0004,0.0003,0.0048,0.0021,0,0.0001,0,0.0591,0.0098,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2013,0.2089,0.2186,0.3002,0.0148,0.0155,0.0213,0.0086,0.0889,0.0357,0.0006,0.0062,0.0025,0.0055,0.0038,0.0004,0.0004,0.0053,0.0023,0,0.0002,0,0.0472,0.0091,0.0034,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2014,0.2106,0.2205,0.2973,0.0153,0.0159,0.0214,0.0089,0.0912,0.0362,0.0006,0.0064,0.0026,0.0059,0.0038,0.0004,0.0004,0.0059,0.0025,0,0.0002,0,0.0417,0.0086,0.003,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2015,0.213,0.2198,0.2965,0.0159,0.0162,0.0217,0.0094,0.0942,0.0353,0.0007,0.0067,0.0026,0.0066,0.0039,0.0004,0.0005,0.0069,0.0028,0,0.0003,0.0001,0.035,0.0085,0.0026,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,2004,0.1875,0.2335,0.4003,0,0,0,0.0033,0.0702,0.0385,0,0,0,0.0017,0.0018,0.0006,0,0.0012,0.0003,0,0,0,0.0539,0.0073,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,2005,0.1957,0.2356,0.3865,0,0,0,0.0034,0.0709,0.039,0,0,0,0.0021,0.0021,0.0006,0,0.0015,0.0006,0,0,0,0.0533,0.0087,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,2006,0.2001,0.2339,0.3751,0,0,0,0.0049,0.0745,0.0388,0,0,0,0.0023,0.0023,0.0006,0,0.0018,0.0009,0,0,0,0.0553,0.0093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,2007,0.2018,0.2345,0.3681,0,0,0,0.0058,0.0776,0.0394,0,0,0,0.0026,0.0025,0.0004,0,0.0023,0.0011,0,0,0,0.0554,0.0086,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,2008,0.2046,0.2381,0.3545,0,0,0,0.0057,0.0798,0.0402,0,0,0,0.0029,0.0027,0.0004,0,0.0026,0.0013,0,0,0,0.0583,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,2009,0.2106,0.2343,0.3479,0,0,0,0.0068,0.0818,0.0405,0,0,0,0.0034,0.0031,0.0004,0.0002,0.0031,0.0014,0,0,0,0.0573,0.0092,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,2010,0.2125,0.2333,0.3411,0,0,0,0.008,0.0834,0.0403,0,0,0,0.0038,0.0034,0.0004,0.0003,0.0035,0.0016,0,0,0,0.0592,0.0093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,2011,0.2163,0.2323,0.3318,0,0,0,0.0084,0.0851,0.0394,0,0,0,0.0077,0.0035,0.0004,0.0003,0.004,0.0017,0,0.0001,0,0.0593,0.0096,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,2012,0.218,0.2324,0.3241,0,0,0,0.0087,0.0929,0.0386,0,0,0,0.0049,0.0036,0.0004,0.0003,0.0048,0.0021,0,0.0001,0,0.0591,0.0098,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,2013,0.2089,0.2186,0.3002,0.0148,0.0155,0.0213,0.0086,0.0889,0.0357,0.0006,0.0062,0.0025,0.0055,0.0038,0.0004,0.0004,0.0053,0.0023,0,0.0002,0,0.0472,0.0091,0.0034,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,2014,0.2106,0.2205,0.2973,0.0153,0.0159,0.0214,0.0089,0.0912,0.0362,0.0006,0.0064,0.0026,0.0059,0.0038,0.0004,0.0004,0.0059,0.0025,0,0.0002,0,0.0417,0.0086,0.003,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,2015,0.213,0.2198,0.2965,0.0159,0.0162,0.0217,0.0094,0.0942,0.0353,0.0007,0.0067,0.0026,0.0066,0.0039,0.0004,0.0005,0.0069,0.0028,0,0.0003,0.0001,0.035,0.0085,0.0026,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2004,0.1875,0.2335,0.4003,0,0,0,0.0033,0.0702,0.0385,0,0,0,0.0017,0.0018,0.0006,0,0.0012,0.0003,0,0,0,0.0539,0.0073,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2005,0.1957,0.2356,0.3865,0,0,0,0.0034,0.0709,0.039,0,0,0,0.0021,0.0021,0.0006,0,0.0015,0.0006,0,0,0,0.0533,0.0087,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2006,0.2001,0.2339,0.3751,0,0,0,0.0049,0.0745,0.0388,0,0,0,0.0023,0.0023,0.0006,0,0.0018,0.0009,0,0,0,0.0553,0.0093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2007,0.2018,0.2345,0.3681,0,0,0,0.0058,0.0776,0.0394,0,0,0,0.0026,0.0025,0.0004,0,0.0023,0.0011,0,0,0,0.0554,0.0086,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2008,0.2046,0.2381,0.3545,0,0,0,0.0057,0.0798,0.0402,0,0,0,0.0029,0.0027,0.0004,0,0.0026,0.0013,0,0,0,0.0583,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2009,0.2106,0.2343,0.3479,0,0,0,0.0068,0.0818,0.0405,0,0,0,0.0034,0.0031,0.0004,0.0002,0.0031,0.0014,0,0,0,0.0573,0.0092,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
