,Entity,Year,Fossil fuels (% equivalent primary energy),Transport_x,Agriculture,Land-use change and forestry,Waste,Industry,Manufacturing and construction,Transport_y,Electricity and heat,Buildings,Fugitive emissions,Other fuel combustion,Aviation and shipping,Renewables (% equivalent primary energy),Fossil fuels (% electricity),Renewables (% electricity)
1055,Italy,1995,93.68772888183594,106889999.38964844,37889999.38964844,-34500000.0,19409999.84741211,24909999.84741211,68699996.94824219,109720001.22070312,150490005.49316406,66379997.25341797,4920000.076293945,9939999.5803833,13750000.0,6.312265872955322,80.67211151123047,17.16814613342285
1056,Italy,1996,92.95813751220705,108660003.66210938,38340000.15258789,-34500000.0,20090000.15258789,23170000.076293945,67059997.55859375,111519996.6430664,145839996.33789062,68120002.74658203,5039999.961853027,9729999.542236328,12569999.69482422,7.04185962677002,78.58612060546875,18.905261993408203
1057,Italy,1997,93.07884979248048,110250000.0,37709999.084472656,-34500000.0,20639999.38964844,23829999.92370605,69160003.66210938,113160003.66210938,148070007.32421875,65650001.525878906,5150000.095367432,9439999.5803833,13100000.381469728,6.921144008636475,79.02983093261719,18.374942779541016
1058,Italy,1998,93.19384765625,113419998.16894533,37619998.931884766,-34490001.6784668,20370000.8392334,24790000.915527344,68900001.5258789,116410003.66210938,151960006.7138672,69349998.4741211,5340000.152587891,9489999.771118164,14369999.885559082,6.806154727935791,79.051513671875,17.892215728759766
1059,Italy,1999,92.6871566772461,116260002.13623048,37779998.77929688,-34490001.6784668,20399999.618530277,26170000.076293945,72099998.4741211,119239997.86376952,147850006.10351562,73610000.61035156,5469999.79019165,9229999.542236328,12600000.381469728,7.31284236907959,77.47621154785156,19.316259384155277
1060,Italy,2000,92.84435272216795,116360000.61035156,37630001.068115234,-34470001.220703125,21379999.1607666,28000000.0,73550003.05175781,119300003.0517578,153320007.32421875,69910003.66210938,5570000.171661377,8670000.076293945,13890000.343322754,7.155643463134766,78.7198715209961,18.392866134643555
1061,Italy,2001,92.39149475097656,118489997.86376952,33659999.84741211,-34709999.084472656,22590000.15258789,29739999.771118164,71069999.69482422,121440002.44140624,149660003.66210938,73669998.16894531,5429999.828338623,8710000.038146973,13510000.228881836,7.608505249023437,77.41035461425781,19.47956275939941
1062,Italy,2002,93.22162628173828,120750000.0,35930000.30517578,-34709999.084472656,21819999.69482422,30129999.1607666,70150001.5258789,123720001.22070312,159380004.8828125,69980003.3569336,5489999.771118164,8670000.076293945,14020000.457763672,6.778376579284668,80.04402160644531,16.988689422607422
1063,Italy,2003,93.6609115600586,121809997.55859376,34909999.84741211,-34700000.76293945,21629999.1607666,31139999.38964844,76680000.30517578,124760002.13623048,165029998.77929688,75199996.94824219,5940000.057220459,8850000.381469727,15550000.190734863,6.339079856872559,80.78710174560547,15.948139190673828
1064,Italy,2004,92.7796401977539,124040000.91552734,35479999.54223633,-34709999.084472656,21040000.915527344,33340000.15258789,68480003.3569336,127029998.77929688,178929992.67578125,76610000.61035156,6090000.152587891,8850000.381469727,15819999.69482422,7.220356941223144,78.98001861572266,17.760393142700195
1065,Italy,2005,93.56645965576172,122959999.08447266,34209999.084472656,-34709999.084472656,21100000.381469727,33659999.84741211,66660003.662109375,125860000.61035156,178350006.10351562,81980003.3569336,6420000.076293945,8989999.771118164,16360000.610351562,6.433543682098389,80.95115661621094,15.951091766357422
1066,Italy,2006,93.27001953125,124260002.13623048,34069999.69482422,-34709999.084472656,20520000.457763672,29639999.38964844,61939998.62670898,127139999.38964844,180320007.32421875,76650001.5258789,6250000.0,8789999.961853027,17290000.915527344,6.7299885749816895,80.9996337890625,16.12116050720215
1067,Italy,2007,93.56803131103516,124730003.3569336,34139999.38964844,-34659999.84741211,20170000.076293945,30290000.915527344,60720001.220703125,127569999.69482422,180070007.32421875,71010002.13623047,6170000.076293945,8329999.923706055,18139999.38964844,6.431970596313477,82.13189697265625,15.200700759887695
1068,Italy,2008,91.80467987060548,117930000.30517578,33819999.69482422,-34709999.084472656,19649999.618530277,28430000.30517578,57139999.38964844,120739997.86376952,174139999.38964844,75470001.22070312,6090000.152587891,8010000.228881836,18200000.762939453,8.195320129394531,79.2069091796875,18.225488662719727
1069,Italy,2009,89.41450500488281,111839996.33789062,32650001.525878903,-34700000.76293945,19739999.771118164,26430000.30517578,43360000.61035156,114629997.25341795,147919998.1689453,76110000.61035156,5489999.771118164,8130000.114440918,16709999.084472656,10.585500717163086,74.06182861328125,23.666015625
1070,Italy,2010,88.5691909790039,109190002.44140624,32729999.542236328,-34709999.084472656,19549999.237060547,26569999.69482422,45939998.62670898,111980003.3569336,153699996.9482422,78989997.86376953,5849999.904632568,7769999.980926514,19260000.22888184,11.43080997467041,72.47381591796875,25.479719161987305
1071,Italy,2011,87.55695343017578,109150001.5258789,32029998.779296875,-34659999.84741211,18899999.618530277,26420000.076293945,45189998.62670898,111910003.66210938,152630004.8828125,72279998.77929688,5550000.190734863,7570000.171661377,17940000.534057617,12.44304656982422,70.92312622070312,27.41905403137207
1072,Italy,2012,85.83426666259766,102510002.13623048,32680000.30517578,-34630001.068115234,18979999.542236328,24469999.31335449,43470001.220703125,105110000.61035156,144649993.89648438,72190002.44140625,5409999.847412109,7289999.961853027,17409999.84741211,14.16573715209961,67.5259780883789,30.81517601013184
1073,Italy,2013,82.3893051147461,100720001.22070312,32110000.61035156,-34659999.84741211,17739999.771118164,23850000.381469727,38220001.220703125,103250000.0,123230003.3569336,71669998.16894531,5090000.152587891,7150000.095367432,16200000.762939451,17.610694885253906,59.657039642333984,38.64998626708984
1074,Italy,2014,80.26023864746094,105389999.38964844,31729999.542236328,-34659999.84741211,17639999.389648438,23829999.92370605,35240001.6784668,107959999.08447266,114349998.4741211,60040000.915527344,4630000.114440918,7159999.847412109,15520000.457763672,19.739761352539062,55.16200637817383,43.12583923339844
1075,Italy,2015,82.66532135009766,103010002.13623048,31979999.542236328,-34659999.84741211,17819999.69482422,24059999.465942383,34970001.220703125,105550003.0517578,121489997.86376952,66110000.61035156,4889999.866485596,7380000.114440918,15739999.771118164,17.334674835205078,59.953575134277344,37.9768180847168
1076,Italy,2016,82.99079895019531,101709999.08447266,32439998.626708984,-12810000.4196167,17469999.313354492,23680000.30517578,34770000.45776367,104160003.66210938,118760002.13623048,66099998.47412109,4869999.885559082,7510000.228881836,17149999.618530273,17.009197235107422,60.98633193969727,36.6489486694336
1077,Italy,2017,83.85025787353516,97610000.61035156,32349998.474121094,-12760000.228881836,17229999.542236328,22610000.61035156,32029998.779296875,99989997.86376952,121750000.0,66120002.74658203,5059999.942779541,7349999.904632568,17809999.465942383,16.149738311767578,63.21356964111328,34.50351333618164
1078,Italy,2018,82.27250671386719,100199996.9482422,31690000.534057617,-12810000.4196167,16989999.771118164,21559999.465942383,32340000.15258789,102690002.44140624,113940002.44140624,66059997.55859375,5000000.0,7780000.20980835,20409999.84741211,17.727497100830078,59.094486236572266,39.50627517700195
1079,Italy,2019,82.06005859375,100919998.16894533,31659999.84741211,-12819999.69482422,16739999.771118164,20620000.8392334,31280000.686645508,103440002.44140624,108970001.22070312,64019996.643066406,5000000.0,7260000.228881836,20590000.15258789,17.939950942993164,59.4857177734375,39.65095520019531
1080,Japan,1990,83.81501007080078,210809997.55859372,28889999.38964844,-75660003.66210938,14630000.114440918,73300003.05175781,263459991.45507807,216160003.66210935,440149993.8964844,120819999.69482422,4889999.866485596,19610000.61035156,31639999.38964844,5.605645179748535,65.76886749267578,11.144200325012209
1081,Japan,1991,82.98572540283203,221110000.6103516,28579999.92370605,-75660003.66210938,14489999.771118164,76989997.86376953,262000000.0,226690002.44140625,440799987.7929688,122709999.08447266,5070000.171661377,20040000.915527344,33389999.38964844,5.9171295166015625,64.23359680175781,11.639142990112305
1082,Japan,1992,83.4983139038086,225899993.8964844,29079999.92370605,-75660003.66210938,14479999.542236328,79540000.91552734,257459991.45507807,231589996.33789065,446149993.8964844,126940002.44140624,5239999.771118164,20010000.22888184,33810001.373291016,5.080174922943115,65.25782775878906,10.024860382080078
1083,Japan,1993,81.49211120605469,231070007.32421875,29309999.465942383,-75660003.66210938,14289999.961853027,79830001.83105469,255960006.7138672,236889999.38964844,429890014.6484375,133029998.77929688,5260000.228881836,19459999.084472656,35799999.23706055,5.666120529174805,60.614234924316406,11.247434616088867
1084,Japan,1994,82.99728393554688,243350006.1035156,29639999.38964844,-75709999.08447266,14100000.381469728,84709999.08447266,258570007.32421875,249449996.9482422,471600006.1035156,129899993.89648438,5550000.190734863,18149999.618530277,37580001.83105469,4.097033977508545,64.71183776855469,7.919253349304199
1085,Japan,1995,81.70814514160156,251639999.38964844,28489999.771118164,-75680000.30517578,13850000.381469728,90660003.66210938,263630004.8828125,257920013.4277344,460200012.2070313,138270004.27246094,5699999.809265137,18270000.457763672,35240001.6784668,4.652009010314941,61.17839050292969,9.212626457214355
1086,Japan,1996,81.63761138916016,257480010.98632807,27379999.1607666,-75699996.94824219,13569999.69482422,93169998.16894533,262640014.6484375,263910003.66210935,465929992.6757813,137389999.38964844,5969999.79019165,21889999.38964844,31790000.915527344,4.5326762199401855,61.03941345214844,8.979605674743652
1087,Japan,1997,80.3515396118164,259809997.55859372,26979999.542236328,-75730003.3569336,13279999.732971191,91260002.13623048,255929992.67578125,266309997.55859372,460679992.6757813,137490005.49316406,5969999.79019165,22000000.0,36360000.61035156,4.951632499694824,58.46774291992188,9.76191234588623
1088,Japan,1998,79.6080322265625,259109985.3515625,25889999.38964844,-75750000.0,12890000.343322754,84169998.16894531,232880004.8828125,265660003.66210935,443440002.4414063,141339996.33789062,5989999.771118164,21260000.22888184,38319999.69482422,5.1708760261535645,58.012428283691406,9.94674301147461
1089,Japan,1999,80.56932067871094,261470001.22070312,25719999.31335449,-75739997.86376953,12479999.542236328,75250000.0,235850006.1035156,268119995.1171875,466220001.2207031,149270004.27246094,6230000.019073486,20690000.534057617,36950000.76293945,4.856287479400635,60.19021224975586,9.316030502319336
1090,Japan,2000,80.66688537597656,261109985.3515625,25540000.915527344,-75750000.0,12109999.656677246,75160003.66210938,240380004.8828125,267799987.79296875,476130004.8828125,151869995.1171875,6260000.228881836,21309999.465942383,37259998.3215332,4.82745361328125,60.661170959472656,9.187488555908203
1091,Japan,2001,80.66983795166016,263230010.98632807,25000000.0,-97449996.9482422,11630000.114440918,65279998.77929688,234789993.2861328,270010009.765625,467640014.6484375,151539993.2861328,6190000.057220459,22000000.0,33990001.6784668,4.716365814208984,60.18735885620117,9.07706356048584
1092,Japan,2002,81.08314514160156,258750000.0,25219999.31335449,-97459999.08447266,11310000.4196167,59630001.068115234,237289993.2861328,265450012.20703125,499420013.4277344,159080001.8310547,5920000.076293945,23379999.1607666,37240001.6784668,4.702637195587158,61.5493049621582,8.942853927612305
1093,Japan,2003,84.29076385498047,256470001.22070312,25030000.686645508,-97470001.22070312,11039999.961853027,58830001.83105469,234020004.2724609,263170013.4277344,519109985.3515625,153639999.38964844,6179999.828338623,23569999.69482422,38139999.38964844,5.332041263580322,67.71456909179688,10.263128280639648
1094,Japan,2004,82.0774154663086,256450012.20703125,25260000.22888184,-97480003.3569336,10710000.038146973,54939998.62670898,233139999.38964844,263190002.44140625,515239990.234375,153580001.8310547,6159999.847412109,24100000.381469727,39630001.068115234,5.257669925689697,63.5367317199707,10.027897834777832
1095,Japan,2005,82.35350036621094,253720001.22070312,25020000.457763672,-97559997.55859376,10350000.381469728,54709999.084472656,235080001.8310547,260410003.66210935,518609985.3515625,154470001.22070312,6260000.228881836,22750000.0,42020000.45776367,4.790322780609131,64.8360824584961,8.914316177368164
1096,Japan,2006,81.39391326904297,249919998.1689453,24760000.22888184,-97620002.74658205,9989999.771118164,56950000.76293945,235610000.6103516,256510009.765625,506130004.8828125,148559997.55859375,6510000.228881836,21270000.457763672,39419998.16894531,5.309008598327637,63.243873596191406,9.830878257751465
1097,Japan,2007,82.98995971679688,242750000.0,24639999.38964844,-97769996.6430664,9619999.885559082,56189998.62670898,232449996.9482422,249160003.66210935,558440002.4414062,143649993.89648438,6659999.847412109,21309999.465942383,37779998.77929688,4.761953353881836,66.81637573242188,8.622949600219727
1098,Japan,2008,83.98992156982422,233720001.22070312,24120000.8392334,-97860000.61035156,9300000.190734863,55270000.45776367,212419998.1689453,239919998.1689453,534109985.3515625,135070007.32421875,6639999.866485596,18350000.381469727,35220001.220703125,4.830859184265137,69.54174041748047,8.616594314575195
1099,Japan,2009,81.69524383544922,227559997.55859372,23840000.15258789,-98010002.13623048,8859999.656677246,52020000.45776367,200550003.0517578,233679992.67578125,504339996.3378906,125839996.33789062,6369999.885559082,21190000.534057617,31139999.38964844,5.021396160125732,66.0884780883789,8.731104850769043
1100,Japan,2010,81.09548950195312,228649993.8964844,23909999.84741211,-98110000.61035156,8489999.771118164,53319999.69482422,212279998.77929688,234830001.8310547,549210021.9726562,127110000.61035156,6559999.942779541,19010000.22888184,31629999.1607666,5.684884071350098,63.64633560180664,10.227903366088867
1101,Japan,2011,86.51538848876953,223029998.77929688,22959999.084472656,-49479999.54223633,8260000.228881836,56099998.47412109,218830001.8310547,229070007.32421875,607640014.6484375,125830001.83105467,7269999.980926514,17479999.542236328,32040000.915527344,5.733157157897949,74.04864501953125,10.27820110321045
1102,Japan,2012,93.4542007446289,220699996.9482422,22430000.30517578,-49560001.373291016,7949999.809265137,59799999.23706055,214960006.7138672,226669998.1689453,657070007.3242188,122260002.13623048,7539999.961853027,17420000.076293945,32779998.779296875,5.650204658508301,87.39159393310547,10.057937622070312
1103,Japan,2013,93.1286163330078,218029998.77929688,22739999.771118164,-49630001.068115234,7739999.771118164,63759998.3215332,215779998.77929688,223910003.66210935,663150024.4140625,127459999.08447266,7539999.961853027,16110000.610351562,32860000.61035156,6.12996768951416,86.77674865722656,11.082433700561523
1104,Japan,2014,93.0009994506836,211970001.22070312,22649999.618530277,-49669998.16894531,7460000.038146973,67620002.74658203,209399993.8964844,217649993.8964844,636299987.7929688,121089996.33789062,7469999.79019165,16200000.762939451,31889999.38964844,6.935917377471924,86.78214263916016,12.599489212036133
1105,Japan,2015,91.63584899902344,211320007.32421875,22120000.8392334,-49740001.6784668,7219999.79019165,70379997.25341797,201779998.77929688,217000000.0,610989990.234375,116150001.5258789,7219999.79019165,17610000.610351562,33560001.373291016,8.06879711151123,83.8956069946289,14.951085090637209
1106,Japan,2016,91.06182098388672,208899993.8964844,22040000.915527344,-32049999.237060547,7039999.961853027,73750000.0,195080001.8310547,214509994.50683597,611140014.6484375,112480003.3569336,7300000.190734863,18520000.457763672,35169998.16894531,7.975860595703125,78.21574401855469,14.661791801452637
1107,Japan,2017,89.85789489746094,207089996.33789065,22030000.686645508,-32049999.237060547,6920000.076293945,71589996.33789062,196160003.66210935,212649993.8964844,595179992.6757812,117900001.5258789,7280000.20980835,16920000.076293945,35209999.084472656,8.634003639221191,75.80974578857422,16.001699447631836
1108,Japan,2018,88.20780181884766,204630004.8828125,22030000.686645508,-32049999.237060547,6800000.190734863,68720001.22070312,195270004.2724609,210089996.33789065,567469970.703125,112989997.86376952,7010000.228881836,13979999.542236328,36580001.83105469,9.322304725646973,72.39981842041016,17.071748733520508
1109,Japan,2019,87.10050964355469,201070007.32421875,22000000.0,-32060001.373291016,6690000.057220459,65300003.05175781,190119995.1171875,206410003.66210935,545210021.9726562,110160003.66210938,6699999.809265137,13899999.618530272,33490001.6784668,9.565926551818848,69.05943298339844,17.576139450073242
1110,Kazakhstan,1990,97.46560668945312,14420000.076293943,42959999.084472656,-759999.9904632568,4610000.133514404,29999.999329447743,81489997.86376953,14989999.771118164,115750000.0,430000.0071525574,9920000.076293943,26489999.771118164,2730000.0190734863,2.534389019012451,91.57006072998048,8.429943084716797
1111,Kazakhstan,1991,97.34197235107422,18090000.15258789,41409999.84741211,-759999.9904632568,4639999.866485596,29999.999329447743,85989997.86376953,18819999.69482422,114669998.16894533,610000.0143051147,10220000.267028809,28360000.61035156,2509999.990463257,2.479836225509644,91.0008544921875,8.373066902160645
1112,Kazakhstan,1992,97.44895935058594,15829999.923706057,36450000.76293945,-779999.9713897705,4449999.809265137,720000.0286102295,89260002.13623047,16459999.084472656,112440002.44140624,500000.0,10720000.267028809,35830001.83105469,2289999.961853028,2.3956668376922607,91.1894760131836,8.255777359008789
1113,Kazakhstan,1993,96.81543731689452,13189999.5803833,35450000.76293945,-779999.9713897705,4269999.980926514,370000.0047683716,76300003.05175781,13720000.267028809,102870002.74658205,379999.9952316284,12960000.038146973,24719999.31335449,759999.9904632568,3.015272378921509,89.63365936279297,9.794708251953123
1114,Kazakhstan,1994,95.76534271240234,9050000.190734863,34509998.3215332,-779999.9713897705,4199999.809265137,180000.00715255737,60810001.373291016,9390000.343322754,105660003.66210938,449999.98807907104,15239999.771118164,19569999.69482422,1120000.0047683716,4.072830677032471,85.69156646728516,13.745750427246094
1115,Kazakhstan,1995,95.84770965576172,9159999.84741211,29309999.465942383,-779999.9713897705,4170000.076293945,109999.99940395357,59819999.69482422,9520000.457763672,80459999.08447266,300000.01192092896,15810000.4196167,21760000.22888184,800000.011920929,4.114584922790527,87.40512084960938,12.482956886291504
1116,Kazakhstan,1996,95.79270935058594,8210000.038146973,24989999.771118164,-680000.0071525574,4159999.847412109,19999.999552965164,49750000.0,8520000.457763672,72819999.69482422,189999.9976158142,16909999.84741211,18139999.38964844,769999.9809265137,4.159170627593994,87.37679290771484,12.478934288024902
1117,Kazakhstan,1997,95.63290405273438,7039999.961853027,21270000.457763672,-479999.989271164,4179999.828338623,59999.99865889549,43840000.15258789,7309999.942779541,59849998.47412109,189999.9976158142,20049999.237060547,15409999.84741211,709999.9785423279,4.181544780731201,86.92027282714844,12.498077392578123
1118,Kazakhstan,1998,95.74837493896484,7929999.828338623,17639999.389648438,-649999.9761581421,4099999.904632568,70000.00029802322,43419998.16894531,8250000.0,61430000.30517578,209999.99344348907,21750000.0,16000000.0,730000.0190734863,4.193706512451172,87.4961166381836,12.33132553100586
1119,Kazakhstan,1999,95.54447174072266,5820000.171661377,15899999.618530272,-709999.9785423279,4079999.923706055,39999.99910593033,36229999.54223633,6050000.190734863,59040000.915527344,170000.00178813934,21159999.84741211,15289999.961853027,430000.0071525574,4.45552921295166,87.03144073486328,12.964058876037598
1120,Kazakhstan,2000,93.97718048095705,9380000.114440918,15609999.656677246,-689999.9976158142,4079999.923706055,189999.9976158142,21340000.15258789,9750000.0,71699996.94824219,1129999.9952316284,24079999.92370605,8979999.542236328,239999.994635582,6.022824287414551,85.41486358642578,14.5851411819458
1121,Kazakhstan,2001,94.29573059082033,8199999.809265137,16940000.534057617,-1509999.9904632568,4110000.133514404,389999.98569488525,27930000.30517578,8529999.732971191,67739997.86376953,1250000.0,24420000.076293945,4619999.885559082,259999.99046325684,5.704264163970947,85.40889739990234,14.591106414794922
1122,Kazakhstan,2002,93.87957763671876,9130000.114440918,25629999.1607666,-1500000.0,4099999.904632568,219999.9988079071,20940000.534057617,9489999.771118164,85910003.66210938,1179999.9475479126,32000000.0,2890000.104904175,389999.98569488525,6.120413780212402,84.76005554199219,15.23994255065918
1123,Kazakhstan,2003,94.61743927001952,8649999.618530273,19809999.465942383,-1509999.9904632568,4130000.114440918,209999.99344348907,26280000.686645508,9010000.228881836,93720001.22070312,1679999.9475479126,32819999.69482422,5039999.961853027,319999.9928474426,5.3825554847717285,86.49596405029297,13.50404167175293
1124,Kazakhstan,2004,95.29842376708984,9229999.542236328,22100000.381469727,-1509999.9904632568,4210000.038146973,620000.0047683716,33729999.54223633,9600000.381469728,97489997.86376952,1149999.976158142,34709999.084472656,5440000.057220459,460000.0083446503,4.701576232910156,87.96477508544922,12.03522777557373
1125,Kazakhstan,2005,95.56758880615234,9550000.190734863,23030000.686645508,-1509999.9904632568,4219999.79019165,629999.9952316284,38630001.068115234,9939999.5803833,99540000.91552734,1019999.9809265136,36930000.30517578,8850000.381469727,500000.0,4.432411670684815,88.4334487915039,11.566550254821776
1126,Kazakhstan,2006,95.95297241210938,10529999.732971191,24680000.30517578,-1509999.9904632568,4329999.923706055,949999.988079071,27510000.22888184,10949999.809265137,119150001.5258789,1330000.0429153442,37720001.220703125,15210000.038146973,529999.9713897705,4.047025203704834,89.1611099243164,10.838896751403809
1127,Kazakhstan,2007,96.18183135986328,12100000.381469728,22610000.61035156,-1500000.0,4539999.961853027,1279999.9713897705,39250000.0,12579999.923706057,115699996.9482422,899999.9761581421,36580001.83105469,20170000.076293945,709999.9785423279,3.818174362182617,89.33528137207031,10.664715766906738
1128,Kazakhstan,2008,96.715087890625,13779999.732971191,23459999.084472656,-1509999.9904632568,4539999.961853027,1919999.957084656,67949996.94824219,14270000.457763672,122760002.13623048,19969999.31335449,38099998.47412109,7230000.019073486,670000.0166893005,3.284911870956421,90.715576171875,9.284422874450684
1129,Kazakhstan,2009,96.64527130126952,12439999.5803833,22250000.0,-1509999.9904632568,4630000.114440918,1909999.966621399,52990001.6784668,12890000.343322754,113709999.08447266,15020000.457763672,37880001.068115234,9920000.076293943,560000.0023841858,3.3547346591949463,91.26231384277344,8.737686157226562
1130,Kazakhstan,2010,96.37594604492188,13149999.618530272,25549999.237060547,-1509999.9904632568,4739999.771118164,2329999.9237060547,57799999.23706055,13619999.885559082,124069999.69482422,17010000.228881836,34919998.16894531,10529999.732971191,629999.9952316284,3.624057292938232,90.2935791015625,9.706429481506348
1131,Kazakhstan,2011,96.88089752197266,13470000.267028809,22510000.22888184,-9859999.656677246,4860000.133514404,2470000.028610229,69639999.38964844,13939999.5803833,126989997.86376952,23350000.381469727,38560001.373291016,3130000.114440918,550000.011920929,3.1190946102142334,90.8951644897461,9.10483741760254
1132,Kazakhstan,2012,97.1427764892578,14590000.15258789,22110000.61035156,-9859999.656677246,4929999.828338623,3700000.047683716,64080001.83105469,15100000.381469728,131539993.2861328,17120000.8392334,36569999.69482422,8109999.656677246,610000.0143051147,2.857217311859131,91.56867980957033,8.43132495880127
1133,Kazakhstan,2013,97.13711547851562,13729999.542236328,20260000.22888184,-9859999.656677246,5030000.20980835,4429999.828338623,70279998.77929688,14220000.267028809,142690002.44140625,18540000.915527344,36659999.84741211,5429999.828338623,509999.9904632568,2.8628833293914795,91.64710235595705,8.352900505065918
1134,Kazakhstan,2014,97.01754760742188,14380000.114440918,23010000.22888184,-9859999.656677246,5179999.828338623,4550000.190734863,48840000.15258789,14909999.84741211,105199996.9482422,28190000.534057617,35990001.6784668,2970000.028610229,699999.988079071,2.982451915740967,91.25418090820312,8.745827674865723
1135,Kazakhstan,2015,96.4335708618164,15319999.69482422,24649999.618530277,-9859999.656677246,5320000.171661377,4840000.152587891,38689998.62670898,15859999.656677246,94550003.0517578,30750000.0,33659999.84741211,1889999.9856948853,1269999.9809265137,3.566427230834961,89.69114685058594,10.308853149414062
1136,Kazakhstan,2016,95.59588623046876,15920000.076293943,23069999.69482422,-2980000.0190734863,5449999.809265137,4949999.809265137,38580001.83105469,16520000.457763672,106059997.55859376,32310001.373291016,30590000.15258789,1980000.0190734863,1440000.057220459,4.404113292694092,87.33546447753906,12.664525032043455
1137,Kazakhstan,2017,95.95733642578124,15329999.923706057,29649999.618530277,-2980000.0190734863,5519999.980926514,5309999.942779541,37889999.38964844,15880000.114440918,115959999.08447266,36319999.69482422,31129999.1607666,2299999.952316284,1539999.961853027,4.042666435241699,88.70845794677734,11.291543960571287
1138,Kazakhstan,2018,96.61115264892578,17420000.076293945,25450000.762939453,-2980000.0190734863,5579999.923706055,5449999.809265137,33049999.237060547,18000000.0,120199996.9482422,37650001.525878906,30959999.084472656,2210000.0381469727,1940000.057220459,3.388838529586792,89.83363342285156,10.166369438171388
1139,Kazakhstan,2019,96.53107452392578,16299999.237060549,28280000.686645508,-2980000.0190734863,5650000.095367432,5429999.828338623,27690000.534057617,16829999.923706055,116309997.55859376,44720001.220703125,27649999.618530277,2099999.9046325684,1950000.047683716,3.468928098678589,89.57865905761719,10.421347618103027
1140,Kuwait,2000,100.0,6019999.980926514,319999.9928474426,-19999.999552965164,1240000.0095367432,2670000.0762939453,7619999.885559082,6219999.79019165,31889999.38964844,330000.01311302185,19540000.915527344,0.0,2630000.114440918,0.0,93.9887924194336,0.0
1141,Kuwait,2001,100.0,6130000.114440918,259999.99046325684,-19999.999552965164,1279999.9713897705,2710000.0381469727,7130000.114440918,6329999.923706055,36150001.525878906,349999.9940395355,18719999.31335449,0.0,2509999.990463257,0.0,93.99691772460938,0.0
1142,Kuwait,2002,99.99999237060548,6510000.228881836,319999.9928474426,-19999.999552965164,1320000.0524520874,3109999.895095825,6679999.828338623,6719999.79019165,38110000.61035156,360000.01430511475,18190000.534057617,0.0,3109999.895095825,0.0,93.99922943115234,0.0
1143,Kuwait,2003,100.0,7079999.923706055,340000.0035762787,-19999.999552965164,1360000.0143051147,3349999.9046325684,8430000.305175781,7300000.190734863,37159999.84741211,370000.0047683716,21620000.8392334,0.0,4539999.961853027,0.0,93.9902572631836,0.0
1144,Kuwait,2004,100.0,7539999.961853027,310000.0023841858,-19999.999552965164,1399999.976158142,3769999.9809265137,8000000.0,7769999.980926514,40950000.76293945,379999.9952316284,22530000.686645508,0.0,4280000.20980835,0.0,93.99844360351562,0.0
1145,Kuwait,2005,100.0,8159999.847412109,319999.9928474426,-19999.999552965164,1429999.9475479126,3730000.0190734863,11539999.961853027,8409999.84741211,44750000.0,430000.0071525574,23729999.542236328,0.0,4050000.1907348633,0.0,94.00009155273438,0.0
1146,Kuwait,2006,100.0,9260000.228881836,319999.9928474426,-19999.999552965164,1509999.9904632568,4309999.942779541,10609999.656677246,9539999.961853027,47139999.38964844,439999.9976158142,24129999.1607666,0.0,4349999.904632568,0.0,93.99878692626952,0.0
1147,Kuwait,2007,100.0,9569999.69482422,330000.01311302185,-19999.999552965164,1590000.033378601,4880000.114440918,7460000.038146973,9859999.656677246,48610000.61035156,469999.9988079071,22819999.69482422,0.0,5010000.228881836,0.0,94.00447845458984,0.0
1148,Kuwait,2008,99.99998474121094,10539999.961853027,370000.0047683716,-19999.999552965164,1659999.966621399,5570000.171661377,9199999.809265137,10850000.381469728,51470001.220703125,519999.9809265137,23290000.915527344,0.0,5389999.866485596,0.0,93.99214935302734,0.0
1149,Kuwait,2009,100.0,11729999.542236328,400000.0059604645,-19999.999552965164,1740000.0095367432,5909999.847412109,9819999.69482422,12060000.4196167,52029998.77929688,509999.9904632568,20729999.542236328,0.0,3670000.076293945,0.0,93.99076080322266,0.0
1150,Kuwait,2010,99.99999237060548,12670000.076293943,360000.01430511475,-19999.999552965164,1809999.942779541,6449999.809265137,10510000.228881836,13029999.732971191,53619998.931884766,490000.0095367432,21079999.92370605,0.0,4000000.0,0.0,94.00347137451172,0.0
1151,Kuwait,2011,100.0,12149999.618530272,379999.9952316284,-9999.999776482582,1889999.9856948853,7730000.019073486,11960000.038146973,12500000.0,55459999.084472656,550000.011920929,22579999.92370605,0.0,5530000.20980835,0.0,94.05294799804688,0.0
1152,Kuwait,2012,100.00001525878906,12489999.771118164,409999.9964237213,-9999.999776482582,1970000.0286102293,8970000.267028809,11869999.885559082,12840000.15258789,57529998.77929688,569999.9928474426,23479999.542236328,0.0,5530000.20980835,0.0,91.6926040649414,0.0
1153,Kuwait,2013,99.99988555908205,13149999.618530272,419999.98688697815,-9999.999776482582,2049999.952316284,10380000.114440918,12300000.190734863,13520000.457763672,58009998.3215332,529999.9713897705,24670000.076293945,0.0,5559999.942779541,0.0001157512306235,93.99463653564452,0.0002984477323479
1154,Kuwait,2014,99.99797058105467,13340000.15258789,439999.9976158142,-9999.999776482582,2130000.114440918,11510000.228881836,9750000.0,13720000.267028809,58279998.77929688,639999.9856948853,24639999.38964844,0.0,5960000.038146973,0.002035834128037,93.9927749633789,0.0050319833680987
