,Entity,Year,Fossil fuels (% equivalent primary energy),Transport_x,Agriculture,Land-use change and forestry,Waste,Industry,Manufacturing and construction,Transport_y,Electricity and heat,Buildings,Fugitive emissions,Other fuel combustion,Aviation and shipping,Renewables (% equivalent primary energy),Fossil fuels (% electricity),Renewables (% electricity)
1155,Kuwait,2015,99.99697875976562,14020000.457763672,469999.9988079071,-9999.999776482582,2210000.0381469727,12810000.4196167,11109999.656677246,14430000.30517578,60529998.77929688,649999.9761581421,23780000.686645508,0.0,6289999.961853027,0.0030183459166437,93.97728729248048,0.0074531692080199
1156,Kuwait,2016,99.97086334228516,14210000.038146973,490000.0095367432,0.0,2279999.9713897705,14949999.809265137,11489999.771118164,14609999.656677246,61369998.931884766,800000.011920929,25709999.084472656,0.0,5829999.923706055,0.0291275065392255,93.86343383789062,0.0696012377738952
1157,Kuwait,2017,99.9599609375,15020000.457763672,509999.9904632568,0.0,2359999.895095825,16569999.69482422,12279999.732971191,15449999.809265137,59610000.61035156,889999.9856948853,23430000.30517578,0.0,5989999.771118164,0.0400291159749031,93.8279266357422,0.0943961665034294
1158,Kuwait,2018,99.96867370605467,15869999.885559082,519999.9809265137,0.0,2440000.057220459,18260000.22888184,10829999.923706057,16319999.69482422,60619998.931884766,1009999.9904632568,23850000.381469727,0.0,5969999.79019165,0.0313340798020362,93.82647705078124,0.0744004324078559
1159,Kuwait,2019,99.9658203125,16049999.237060549,519999.9809265137,0.0,2519999.9809265137,19920000.076293945,11479999.542236328,16500000.0,61130001.068115234,920000.0166893004,23709999.084472656,0.0,5949999.809265137,0.0341841876506805,93.7668228149414,0.0827597081661224
1160,Latvia,1990,84.62449645996094,3059999.942779541,5219999.79019165,-13000000.0,660000.0262260437,19999.999552965164,2569999.933242798,3190000.057220459,9869999.885559082,2809999.942779541,250000.0,790000.0214576721,1730000.0190734863,15.375503540039062,32.34055709838867,67.62936401367188
1161,Latvia,1991,87.84614562988281,2789999.961853028,5030000.20980835,-13000000.0,689999.9976158142,19999.999552965164,1850000.023841858,2920000.0762939453,8850000.381469727,3240000.009536743,239999.994635582,839999.9737739563,750000.0,12.15385913848877,41.991493225097656,58.02622222900391
1162,Latvia,1992,86.92975616455078,2450000.047683716,5670000.076293945,-12960000.038146973,649999.9761581421,159999.9964237213,1590000.033378601,2559999.942779541,7099999.904632568,2400000.095367432,219999.9988079071,639999.9856948853,660000.0262260437,13.070239067077637,34.42879104614258,65.75377655029297
1163,Latvia,1993,82.69921112060547,2279999.9713897705,4789999.961853027,-12960000.038146973,579999.9833106995,39999.99910593033,1580000.0429153442,2369999.885559082,5340000.152587891,2329999.9237060547,209999.99344348907,579999.9833106995,759999.9904632568,17.300792694091797,26.75840759277344,73.29255676269531
1164,Latvia,1994,79.47874450683594,2109999.895095825,3380000.114440918,-12960000.038146973,569999.9928474426,100000.00149011612,1440000.057220459,2190000.057220459,4480000.019073486,1940000.057220459,200000.00298023224,540000.0214576721,970000.0286102296,20.521249771118164,25.4504508972168,74.43693542480469
1165,Latvia,1995,80.51374053955078,2009999.9904632568,2849999.9046325684,-12880000.114440918,579999.9833106995,119999.997317791,1370000.0047683716,2089999.9141693115,4119999.885559082,1350000.023841858,200000.00298023224,409999.9964237213,560000.0023841858,19.486257553100582,26.388538360595703,73.81251525878906
1166,Latvia,1996,86.72874450683594,1929999.9475479128,2819999.933242798,-12880000.114440918,589999.9737739563,129999.99523162842,1250000.0,2009999.9904632568,4340000.152587891,1340000.033378601,189999.9976158142,409999.9964237213,409999.9964237213,13.271233558654783,40.30710220336914,59.53295135498047
1167,Latvia,1997,79.08206176757812,1970000.0286102293,2730000.0190734863,-12869999.885559082,610000.0143051147,129999.99523162842,1419999.9570846558,2039999.9618530276,3839999.914169312,1190000.057220459,180000.00715255737,349999.9940395355,330000.01311302185,20.91794776916504,34.620506286621094,65.57923126220703
1168,Latvia,1998,71.91439819335938,1940000.057220459,2700000.047683716,-12850000.381469728,620000.0047683716,129999.99523162842,1320000.0524520874,2019999.9809265137,3700000.047683716,1090000.033378601,170000.00178813934,310000.0023841858,140000.00059604645,28.085607528686523,25.530447006225582,74.48680114746094
1169,Latvia,1999,78.86128997802734,1909999.966621399,2569999.933242798,-12789999.961853027,629999.9952316284,170000.00178813934,1190000.057220459,1980000.0190734863,3269999.9809265137,1059999.942779541,159999.9964237213,319999.9928474426,119999.997317791,21.13871955871582,32.84671401977539,67.12895202636719
1170,Latvia,2000,77.8818130493164,2119999.885559082,2369999.885559082,-12699999.809265137,689999.9976158142,119999.997317791,1039999.9618530272,2200000.047683716,2730000.0190734863,939999.9976158142,150000.00596046448,319999.9928474426,109999.99940395357,22.118162155151367,31.91489028930664,68.27853393554688
1171,Latvia,2001,79.48786926269531,2509999.990463257,2420000.0762939453,-13890000.343322754,720000.0286102295,150000.00596046448,1009999.9904632568,2599999.9046325684,2630000.114440918,1100000.023841858,150000.00596046448,340000.0035762787,699999.988079071,20.512126922607425,33.64485549926758,66.33177185058594
1172,Latvia,2002,82.31202697753906,2589999.9141693115,2470000.028610229,-13890000.343322754,720000.0286102295,159999.9964237213,1049999.9523162842,2680000.066757202,2500000.0,1100000.023841858,150000.00596046448,319999.9928474426,740000.0095367432,17.687973022460938,37.48427963256836,62.51572036743164
1173,Latvia,2003,83.2485122680664,2740000.009536743,2400000.095367432,-13859999.656677246,670000.0166893005,180000.00715255737,1100000.023841858,2829999.9237060547,2460000.0381469727,1149999.976158142,119999.997317791,370000.0047683716,720000.0286102295,16.751474380493164,41.006290435791016,58.81761169433594
1174,Latvia,2004,79.7575912475586,2869999.885559082,2440000.057220459,-13859999.656677246,660000.0262260437,200000.00298023224,1120000.0047683716,2970000.028610229,2250000.0,1210000.038146973,119999.997317791,379999.9952316284,790000.0214576721,20.242414474487305,31.7764949798584,68.1595230102539
1175,Latvia,2005,79.08074951171875,3000000.0,2450000.047683716,-13859999.656677246,689999.9976158142,209999.99344348907,1129999.9952316284,3099999.9046325684,2220000.028610229,1210000.038146973,129999.99523162842,379999.9952316284,1009999.9904632568,20.85358428955078,30.574806213378903,69.608642578125
1176,Latvia,2006,82.08377838134766,3319999.933242798,2480000.0190734863,-13850000.381469728,699999.988079071,280000.0011920929,1190000.057220459,3420000.0762939453,2240000.009536743,1250000.0,100000.00149011612,389999.98569488525,829999.9833106995,17.83665657043457,42.93600463867188,56.98221206665039
1177,Latvia,2007,82.51023864746094,3750000.0,2519999.9809265137,-13840000.15258789,720000.0286102295,310000.0023841858,1210000.038146973,3859999.895095825,2119999.885559082,1250000.0,100000.00149011612,389999.98569488525,810000.0023841858,17.44501495361328,40.66233444213867,59.27478790283203
1178,Latvia,2008,80.39673614501953,3549999.952316284,2599999.9046325684,-13819999.69482422,720000.0286102295,340000.0035762787,1110000.0143051147,3650000.095367432,2069999.9332427976,1200000.0476837158,100000.00149011612,340000.0035762787,949999.988079071,19.558801651000977,39.05953598022461,60.90254211425781
1179,Latvia,2009,77.1993179321289,3109999.895095825,2549999.952316284,-13819999.69482422,699999.988079071,360000.01430511475,889999.9856948853,3200000.047683716,2000000.0,1230000.0190734863,100000.00149011612,330000.01311302185,1179999.9475479126,22.685836791992188,36.09265899658203,63.79961013793945
1180,Latvia,2010,79.00464630126953,3180000.066757202,2559999.942779541,-13800000.190734863,730000.0190734863,629999.9952316284,1169999.9570846558,3279999.9713897705,2390000.104904175,1269999.9809265137,90000.00357627869,379999.9952316284,1159999.966621399,20.366039276123047,45.11845779418945,54.85136795043945
1181,Latvia,2011,80.08961486816406,2819999.933242798,2589999.9141693115,-2650000.095367432,689999.9976158142,759999.9904632568,1059999.942779541,2910000.0858306885,2200000.047683716,1179999.9475479126,59999.99865889549,389999.98569488525,1039999.9618530272,19.26850891113281,49.392845153808594,50.51198196411133
1182,Latvia,2012,74.72032928466797,2730000.0190734863,2660000.0858306885,-2650000.095367432,709999.9785423279,779999.9713897705,1100000.023841858,2819999.933242798,1990000.0095367432,1149999.976158142,79999.99821186066,370000.0047683716,1129999.9952316284,24.737150192260746,33.40359878540039,66.42127990722656
1183,Latvia,2013,77.1524887084961,2759999.990463257,2700000.047683716,-2650000.095367432,699999.988079071,759999.9904632568,920000.0166893004,2849999.9046325684,2099999.9046325684,1070000.0524520874,100000.00149011612,370000.0047683716,1139999.9856948853,22.284587860107425,43.00209426879883,56.90448760986328
1184,Latvia,2014,80.14083862304688,2880000.114440918,2759999.990463257,-2680000.066757202,699999.988079071,800000.011920929,879999.9952316284,2970000.028610229,1809999.942779541,1090000.033378601,140000.00059604645,370000.0047683716,1070000.0524520874,19.17196273803711,45.51643753051758,53.76775741577149
1185,Latvia,2015,80.43472290039062,3059999.942779541,2869999.885559082,-2680000.066757202,660000.0262260437,720000.0286102295,790000.0214576721,3150000.095367432,1889999.9856948853,1009999.9904632568,100000.00149011612,379999.9952316284,1129999.9952316284,18.883399963378903,49.88252258300781,50.31990051269531
1186,Latvia,2016,77.7649917602539,3079999.9237060547,2839999.9141693115,-2779999.9713897705,670000.0166893005,620000.0047683716,670000.0166893005,3170000.0762939453,1909999.966621399,1000000.0,119999.997317791,409999.9964237213,1370000.0047683716,21.902061462402344,45.75875473022461,54.20049285888672
1187,Latvia,2017,69.0482177734375,3240000.009536743,2789999.961853028,-2779999.9713897705,670000.0166893005,689999.9976158142,649999.9761581421,3319999.933242798,1610000.0143051147,1039999.9618530272,119999.997317791,439999.9976158142,1250000.0,30.69508934020996,27.48569869995117,72.5210952758789
1188,Latvia,2018,76.55571746826172,3240000.009536743,2660000.0858306885,-2779999.9713897705,670000.0166893005,790000.0214576721,790000.0214576721,3329999.9237060547,2000000.0,1070000.0524520874,119999.997317791,449999.98807907104,579999.9833106995,22.432662963867188,48.03063201904297,52.024681091308594
1189,Latvia,2019,79.14173889160156,3220000.028610229,2740000.009536743,-2779999.9713897705,670000.0166893005,779999.9713897705,709999.9785423279,3309999.942779541,1889999.9856948853,1000000.0,109999.99940395357,490000.0095367432,1389999.9856948853,19.929880142211918,50.47849655151367,49.57936096191406
1190,Lithuania,1990,75.45386505126953,5510000.228881836,9460000.038146973,680000.0071525574,1570000.0524520874,990000.0095367432,6139999.866485596,5690000.057220459,13689999.5803833,5659999.847412109,270000.01072883606,1519999.9809265137,709999.9785423279,0.6063738465309143,38.44393539428711,1.457489848136902
1191,Lithuania,1991,76.93038177490234,6079999.923706055,9119999.885559082,680000.0071525574,1590000.033378601,1039999.9618530272,6199999.809265137,6280000.20980835,14750000.0,6360000.133514404,259999.99046325684,1210000.038146973,990000.0095367432,0.4682885408401489,40.83370208740234,1.1511085033416748
1192,Lithuania,1992,67.52527618408203,4010000.228881836,9199999.809265137,680000.0071525574,1570000.0524520874,1529999.9713897705,3039999.961853028,4150000.095367432,8659999.84741211,2950000.047683716,250000.0,740000.0095367432,1129999.9952316284,0.7034368515014648,19.13722038269043,1.6624791622161863
1193,Lithuania,1993,64.83614349365234,3059999.942779541,7489999.771118164,680000.0071525574,1590000.033378601,1169999.9570846558,1990000.0095367432,3180000.066757202,7340000.152587891,2539999.961853028,239999.994635582,649999.9761581421,629999.9952316284,1.1366833448410034,8.933002471923828,2.786246061325073
1194,Lithuania,1994,73.70590209960938,2400000.095367432,6610000.133514404,680000.0071525574,1539999.961853027,1029999.9713897704,2039999.9618530276,2500000.0,7289999.961853027,2420000.0762939453,239999.994635582,500000.0,610000.0143051147,1.514650821685791,15.70314121246338,4.520904064178467
1195,Lithuania,1995,64.85748291015625,2940000.057220459,6010000.228881836,680000.0071525574,1570000.0524520874,1029999.9713897704,1740000.0095367432,3049999.952316284,6429999.828338623,2099999.9046325684,230000.00417232516,430000.0071525574,569999.9928474426,1.118697166442871,9.39306354522705,2.695086717605591
1196,Lithuania,1996,62.22794723510742,3240000.009536743,6079999.923706055,660000.0262260437,1570000.0524520874,1269999.9809265137,1529999.9713897705,3349999.9046325684,7119999.885559082,1809999.942779541,209999.99344348907,430000.0071525574,519999.9809265137,0.898501992225647,11.49562168121338,1.9417476654052732
1197,Lithuania,1997,64.63606262207031,3630000.114440918,6079999.923706055,649999.9761581421,1570000.0524520874,1409999.966621399,1559999.942779541,3750000.0,6659999.847412109,1580000.0429153442,209999.99344348907,360000.01430511475,289999.99165534973,0.8816192746162415,13.65991497039795,1.985061526298523
1198,Lithuania,1998,62.60957717895508,3819999.933242798,5929999.828338623,639999.9856948853,1559999.942779541,1730000.0190734863,1529999.9713897705,3940000.057220459,7510000.228881836,1350000.023841858,200000.00298023224,310000.0023841858,250000.0,1.1615424156188965,17.753828048706055,2.3652865886688232
1199,Lithuania,1999,66.91302490234375,3410000.0858306885,5650000.095367432,620000.0047683716,1529999.9713897705,1730000.0190734863,1190000.057220459,3519999.9809265137,6059999.942779541,1259999.9904632568,180000.00715255737,219999.9988079071,310000.0023841858,1.3867839574813845,20.31769561767578,3.058736562728882
1200,Lithuania,2000,68.10079193115234,3039999.961853028,5449999.809265137,610000.0143051147,1539999.961853027,1909999.966621399,1080000.0429153442,3140000.104904175,5079999.923706055,1059999.942779541,189999.9976158142,189999.9976158142,370000.0047683716,1.2857235670089722,19.86870765686035,2.969803094863892
1201,Lithuania,2001,63.84067535400391,3319999.933242798,5050000.190734863,100000.00149011612,1570000.0524520874,2059999.942779541,1049999.9523162842,3420000.0762939453,5550000.190734863,1029999.9713897704,189999.9976158142,180000.00715255737,409999.9964237213,1.0550187826156616,17.642667770385742,2.2222976684570312
1202,Lithuania,2002,58.25178527832031,3440000.057220459,5190000.057220459,90000.00357627869,1559999.942779541,2210000.0381469727,1120000.0047683716,3539999.961853028,5349999.904632568,1090000.033378601,200000.00298023224,189999.9976158142,430000.0071525574,1.071800708770752,15.010437965393066,2.0156874656677246
1203,Lithuania,2003,56.85493850708008,3490000.009536743,5269999.980926514,90000.00357627869,1549999.9523162842,2299999.952316284,1139999.9856948853,3589999.9141693115,5250000.0,1129999.9952316284,209999.99344348907,189999.9976158142,449999.98807907104,0.9452001452445984,14.624382972717283,1.7041255235671997
1204,Lithuania,2004,58.2390022277832,3829999.923706055,5349999.904632568,59999.99865889549,1519999.9809265137,2579999.9237060547,1230000.0190734863,3940000.057220459,5420000.076293945,1139999.9856948853,230000.00417232516,209999.99344348907,460000.0083446503,1.1986761093139648,15.824427604675291,2.2190515995025635
