,,Ratio of Market demand,,,,,,,,,,,,,,,,,,,,,,,,,,GHG emissions by Sector all in tonnes of c02 eq,,,,,,,,,,,Primary Energy,,,,,,
Entity,Year,"('Petrol', 'Econ')","('Petrol', 'Mid')","('Petrol', 'Lux')","('Adv Petrol', 'Econ')","('Adv Petrol', 'Mid')","('Adv Petrol', 'Lux')","('Diesel', 'Econ')","('Diesel', 'Mid')","('Diesel', 'Lux')","('Adv Diesel', 'Econ')","('Adv Diesel', 'Mid')","('Adv Diesel', 'Lux')","('CNG', 'Econ')","('CNG', 'Mid')","('CNG', 'Lux')","('Hybrid', 'Econ')","('Hybrid', 'Mid')","('Hybrid', 'Lux')","('Electric', 'Econ')","('Electric', 'Mid')","('Electric', 'Lux')","('Bikes', 'Econ')","('Bikes', 'Lux')","('Electric Bikes', 'Adv Econ')","('Electric Bikes', 'Adv Lux')",Transport_x(only co2 emissions),Agriculture,Land-use change and forestry,Waste,Industry,Manufacturing and construction,Transport_y(by sector billions tonnes,Electricity and heat,Buildings,Fugitive emissions,Other fuel combustion,Aviation and shipping,Fossil fuels (% equivalent primary energy),Renewables (% equivalent primary energy),Fossil fuels (% electricity),Renewables (% electricity),fossil_demand,ev_demand,ev_savings
Greece,2009,0.3044,0.2697,0.0435,0,0,0,0.0003,0.0045,0.0003,0,0,0,0.0009,0.0008,0.0001,0,0.0002,0.0002,0,0,0,0.3116,0.0634,0,0,24799999.24,8029999.733,-1090000.033,4480000.019,9640000.343,6489999.771,25440000.53,48490001.68,8909999.847,1509999.99,1980000.019,11029999.73,93.93158722,5.843324661,86.22179413,13.3382225,0.9995,0,0
Greece,2010,0.311,0.2695,0.0444,0,0,0,0.0003,0.0044,0.0003,0,0,0,0.001,0.0008,0.0001,0.0001,0.0003,0.0002,0,0,0,0.3055,0.0621,0,0,21989999.77,8470000.267,-1090000.033,4780000.21,9229999.542,6710000.038,22579999.92,45419998.17,8039999.962,1330000.043,1700000.048,10880000.11,91.78819275,7.824593067,81.63158417,18.33356476,0.9994,0,0
Greece,2011,0.3165,0.2699,0.0447,0,0,0,0.0003,0.0044,0.0003,0,0,0,0.001,0.0009,0.0001,0.0001,0.0003,0.0002,0,0,0,0.3004,0.0611,0,0,19639999.39,8960000.038,1419999.957,4559999.943,7780000.21,5809999.943,20170000.08,45409999.85,10239999.77,1399999.976,1600000.024,11189999.58,93.51235962,6.159234047,85.87387848,13.70045185,0.9996,0,0
Greece,2012,0.3199,0.2675,0.0449,0,0,0,0.0003,0.0043,0.0004,0,0,0,0.0011,0.0009,0.0002,0.0001,0.0003,0.0002,0,0,0,0.2995,0.0605,0,0,16420000.08,8350000.381,1409999.967,4349999.905,8699999.809,5860000.134,16870000.84,46020000.46,7849999.905,1480000.019,1460000.038,9310000.42,91.47660828,8.102893829,83.03942871,16.65217781,0.9995,0,0
Greece,2013,0.3101,0.2526,0.0426,0.0221,0.018,0.003,0.0003,0.0041,0.0004,0,0.0003,0,0.0013,0.001,0.0002,0.0001,0.0003,0.0002,0,0,0,0.2658,0.0541,0.0197,0.0039,16309999.47,8140000.343,1399999.976,4460000.038,9579999.924,5659999.847,16750000,41669998.17,4760000.229,1279999.971,970000.0286,8930000.305,87.40599823,12.09545135,74.81803131,25.10673332,0.9759,0.0236,394421.5467
Greece,2014,0.3209,0.255,0.0432,0.0236,0.0186,0.0031,0.0003,0.0042,0.0004,0,0.0003,0,0.0015,0.0011,0.0002,0.0001,0.0003,0.0002,0,0,0,0.2518,0.0517,0.0196,0.0039,16350000.38,7900000.095,1399999.976,4530000.21,9869999.886,6019999.981,16799999.24,38270000.46,4699999.809,1200000.048,889999.9857,8409999.847,88.56344604,10.85984707,75.62309265,24.12529373,0.9759,0.0235,393713.5044
Greece,2015,0.3316,0.2571,0.0438,0.0255,0.0194,0.0033,0.0004,0.0042,0.0004,0,0.0003,0,0.0017,0.0012,0.0002,0.0001,0.0003,0.0002,0,0,0,0.2378,0.0492,0.0194,0.0038,16680000.31,7650000.095,1399999.976,4530000.21,9649999.619,6340000.153,17139999.39,34709999.08,6429999.828,1100000.024,910000.0262,8279999.733,86.39160156,13.00834465,71.28812408,28.62705612,0.9761,0.0232,396451.1905
Hungary,2004,0.5947,0.2277,0.0209,0,0,0,0.0171,0.0958,0.024,0,0,0,0.0002,0.0001,0,0,0,0,0,0,0,0.0052,0.0143,0,0,10880000.11,7539999.962,2269999.981,4280000.21,4340000.153,5829999.924,11170000.08,21590000.15,15869999.89,1149999.976,1299999.952,699999.9881,87.58461761,1.01149416,61.8844223,2.77678895,1,0,0
Hungary,2005,0.5911,0.2423,0.0227,0,0,0,0.0101,0.0886,0.024,0,0,0,0.0002,0.0001,0,0,0,0,0,0,0,0.0055,0.0154,0,0,11789999.96,7070000.172,2269999.981,4260000.229,4389999.866,5949999.809,12090000.15,19700000.76,16639999.39,1039999.962,1250000,810000.0024,85.7693634,1.910650373,56.07450104,5.2298913,1,0,0
Hungary,2006,0.582,0.2159,0.0206,0,0,0,0.0121,0.1096,0.0288,0,0,0,0.0002,0.0001,0,0,0,0,0,0,0,0.0096,0.0212,0,0,12600000.38,7099999.905,2279999.971,4190000.057,4260000.229,5789999.962,12920000.08,20010000.23,15140000.34,1019999.981,1250000,819999.9928,86.33367157,1.540813446,58.28383255,4.163529396,1.0001,0,0
Hungary,2007,0.571,0.2143,0.0202,0,0,0,0.0143,0.1179,0.0316,0,0,0,0.0002,0.0001,0,0,0,0,0,0,0,0.009,0.0213,0,0,12970000.27,6989999.771,2279999.971,4190000.057,3890000.105,5699999.809,13300000.19,20889999.39,12460000.04,959999.9785,1120000.005,750000,84.65756226,1.963713527,58.55855942,4.712212086,0.9999,0,0
Hungary,2008,0.5469,0.222,0.0192,0,0,0,0.017,0.1361,0.0363,0,0,0,0,0,0,0,0,0,0,0,0,0.0048,0.0178,0,0,12890000.34,7269999.981,2259999.99,4170000.076,3049999.952,5579999.924,13239999.77,20110000.61,12550000.19,959999.9785,1200000.048,829999.9833,83.36880493,2.488173246,57.08931732,5.888818741,1.0001,0,0
Hungary,2009,0.5411,0.2209,0.0187,0,0,0,0.0178,0.1404,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0.0041,0.0189,0,0,12810000.42,6719999.79,2259999.99,4130000.114,2599999.905,4099999.905,13159999.85,17010000.23,12670000.08,899999.9762,1000000,709999.9785,80.81072235,3.308107615,48.98629761,8.062270164,0.9999,0,0
Hungary,2010,0.4752,0.1986,0.0174,0,0,0,0.0249,0.2083,0.0564,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0.0149,0,0,11649999.62,6570000.172,2259999.99,4019999.981,2440000.057,4380000.114,11970000.27,17389999.39,13369999.89,949999.9881,1149999.976,709999.9785,80.79896545,3.35631299,49.74445724,8.062401772,0.9999,0,0
Hungary,2011,0.4862,0.1892,0.0171,0,0,0,0.0254,0.2084,0.0573,0,0,0,0,0,0,0,0,0,0,0,0,0.0034,0.0129,0,0,10829999.92,6800000.191,1340000.033,3920000.076,2410000.086,5750000,11130000.11,16709999.08,12810000.42,829999.9833,1129999.995,720000.0286,80.82176208,3.073693275,48.91862106,7.518253803,0.9999,0,0
Hungary,2012,0.5226,0.214,0.0174,0,0,0,0.0193,0.163,0.0437,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.0161,0,0,10510000.23,6619999.886,1340000.033,3880000.114,2390000.105,4989999.771,10789999.96,15930000.31,11359999.66,759999.9905,889999.9857,509999.9905,79.55776215,3.186503887,46.74462128,7.643081188,1.0001,0,0
Hungary,2013,0.4787,0.1948,0.0159,0.0345,0.014,0.0011,0.0195,0.1611,0.0439,0.0013,0.0112,0.0031,0,0,0,0,0,0,0,0,0,0.0036,0.0158,0.0003,0.0011,9789999.962,7110000.134,1340000.033,3640000.105,2359999.895,5659999.847,10069999.69,13560000.42,10890000.34,699999.9881,1289999.962,500000,78.90364838,3.550579071,39.94190216,9.202828407,0.9985,0.0014,13726.58983
Hungary,2014,0.4687,0.1895,0.0156,0.035,0.014,0.0011,0.0211,0.1698,0.0471,0.0015,0.0119,0.0033,0,0,0,0,0,0,0,0,0,0.0034,0.0166,0.0003,0.0012,10930000.31,7179999.828,1340000.033,3519999.981,2960000.038,5420000.076,11239999.77,13359999.66,9760000.229,740000.0095,1389999.986,529999.9714,78.0049057,4.012245178,35.8466835,10.71502876,0.9986,0.0015,16417.98564
Hungary,2015,0.4582,0.1842,0.0153,0.0357,0.0141,0.0011,0.0226,0.1786,0.0504,0.0016,0.0126,0.0037,0,0,0,0,0,0,0,0,0,0.0032,0.0173,0.0003,0.0013,11930000.31,7210000.038,1340000.033,3460000.038,3299999.952,5820000.172,12250000,13810000.42,10579999.92,639999.9857,1409999.967,540000.0215,79.00610352,3.892845631,37.02239609,10.63570499,0.9986,0.0016,19114.76115
Iceland,2004,0.215,0.4865,0.1754,0,0,0,0.0003,0.0163,0.0965,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,670000.0167,610000.0143,-29999.99933,280000.0012,159999.9964,850000.0238,689999.9976,9999.999776,19999.99955,0,730000.0191,579999.9833,31.10381889,68.8961792,0,99.93254852,1,0,0
Iceland,2005,0.2066,0.4873,0.1695,0,0,0,0.0005,0.0158,0.1108,0,0,0,0,0,0,0,0,0,0,0,0,0.0096,0,0,0,670000.0167,610000.0143,-29999.99933,270000.0107,159999.9964,829999.9833,689999.9976,9999.999776,19999.99955,0,720000.0286,610000.0143,31.35065651,68.6493454,0,99.92168427,1.0001,0,0
Iceland,2006,0.1918,0.4823,0.1568,0,0,0,0.0007,0.0124,0.1455,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0,0,0,899999.9762,639999.9857,-29999.99933,310000.0024,529999.9714,750000,920000.0167,9999.999776,9999.999776,0,610000.0143,649999.9762,29.08172035,70.91828156,0,99.9672699,1,0,0
Iceland,2007,0.1678,0.447,0.1369,0,0,0,0.0012,0.0191,0.2177,0,0,0,0,0,0,0,0,0,0,0,0,0.0102,0,0,0,970000.0286,649999.9762,-29999.99933,300000.0119,479999.9893,709999.9785,990000.0095,19999.99955,9999.999776,0,620000.0048,709999.9785,25.69831276,74.30168915,0,99.98872375,0.9999,0,0
Iceland,2008,0.1517,0.4245,0.1162,0,0,0,0.0015,0.0244,0.2712,0,0,0,0,0,0,0,0,0,0,0,0,0.0104,0,0,0,910000.0262,670000.0167,-29999.99933,289999.9917,569999.9928,620000.0048,939999.9976,9999.999776,19999.99955,0,569999.9928,649999.9762,18.84838295,81.15161896,0,99.98553467,0.9999,0,0
Iceland,2009,0.0332,0.4694,0.1192,0,0,0,0.002,0.0315,0.3336,0,0,0,0,0,0,0,0,0,0,0,0,0.0112,0,0,0,889999.9857,629999.9952,-29999.99933,280000.0012,330000.0131,509999.9905,910000.0262,9999.999776,9999.999776,0,670000.0167,500000,17.49739265,82.50260162,0,99.98258972,1.0001,0,0
Iceland,2010,0.1127,0.3162,0.0933,0,0,0,0.0025,0.0423,0.4229,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,850000.0238,629999.9952,-29999.99933,280000.0012,340000.0036,500000,870000.0048,0,9999.999776,9999.999776,600000.0238,560000.0024,16.92372513,83.07627869,0,99.99009705,0.9999,0,0
Iceland,2011,0.089,0.3646,0.1083,0,0,0,0.0024,0.0438,0.3774,0,0,0,0,0,0,0,0,0,0,0,0,0.0144,0,0,0,819999.9928,629999.9952,-79999.99821,259999.9905,250000,469999.9988,839999.9738,0,9999.999776,0,569999.9928,610000.0143,16.72346115,83.27398682,0,99.98777771,0.9999,0,0
Iceland,2012,0.0848,0.3589,0.1077,0,0,0,0.0025,0.0439,0.3873,0,0,0,0,0,0,0,0,0,0,0,0,0.0149,0,0,0,800000.0119,629999.9952,-79999.99821,230000.0042,280000.0012,500000,819999.9928,0,9999.999776,0,550000.0119,620000.0048,16.45635223,83.54046631,0,99.98363495,1,0,0
Iceland,2013,0.0678,0.3083,0.0934,0.005,0.0224,0.0068,0.0023,0.041,0.4068,0.0002,0.0029,0.028,0,0,0,0,0,0,0,0,0,0.0142,0,0.001,0,819999.9928,610000.0143,-79999.99821,239999.9946,280000.0012,550000.0119,839999.9738,9999.999776,9999.999776,0,660000.0262,569999.9928,16.86500168,83.09185791,0,99.98465729,0.9991,0.001,820.7386576
Iceland,2014,0.0576,0.2806,0.086,0.0044,0.0208,0.0064,0.0023,0.0404,0.4518,0.0002,0.0028,0.0314,0,0,0,0,0,0,0,0,0,0.0142,0,0.0011,0,819999.9928,649999.9762,-79999.99821,239999.9946,289999.9917,600000.0238,839999.9738,9999.999776,9999.999776,9999.999776,620000.0048,620000.0048,17.17132568,82.74785614,0,99.98654175,0.9989,0.0011,902.9932847
Iceland,2015,0.0486,0.2525,0.0786,0.0038,0.0192,0.006,0.0023,0.0392,0.4966,0.0002,0.0028,0.0352,0,0,0,0,0,0,0,0,0,0.014,0,0.0011,0,850000.0238,660000.0262,-79999.99821,230000.0042,319999.9928,519999.9809,870000.0048,9999.999776,9999.999776,9999.999776,680000.0072,810000.0024,17.97169685,81.80246735,0,99.97911835,0.999,0.0011,935.9359622
India,2004,0.194,0.0355,0.0107,0,0,0,0.0064,0.0008,0.0206,0,0,0,0,0,0,0,0,0,0,0,0,0.5867,0.1453,0,0,108050003.1,628330017.1,10350000.38,66709999.08,67199996.95,211690002.4,110900001.5,587429992.7,114720001.2,30819999.69,48680000.31,9149999.619,91.18718719,7.460848808,81.31894684,15.63709354,1,0,0
India,2005,0.1943,0.0348,0.009,0,0,0,0.0057,0.0012,0.0208,0,0,0,0,0,0,0,0,0,0,0,0,0.5851,0.1491,0,0,115400001.5,647719970.7,8079999.924,67980003.36,71389999.39,236270004.3,118480003.4,602380004.9,115919998.2,31950000.76,47939998.63,9800000.191,92.04762268,6.894316673,82.22999573,15.25378036,1,0,0
India,2006,0.1928,0.0339,0.0077,0,0,0,0.0089,0.0022,0.0215,0,0,0,0,0,0,0,0,0,0,0,0,0.5771,0.156,0,0,120650001.5,662469970.7,8100000.381,69250000,77080001.83,264230011,123839996.3,642400024.4,117680000.3,33119998.93,47240001.68,11390000.34,91.30107117,7.7062397,80.49765015,17.13384438,1.0001,0,0
India,2007,0.1852,0.0321,0.0066,0,0,0,0.0107,0.0032,0.0221,0,0,0,0,0,0,0,0,0,0,0,0,0.5739,0.1663,0,0,142979995.7,679659973.1,10380000.11,70529998.78,80970001.22,299489990.2,146669998.2,706679992.7,120040000.9,34840000.15,41909999.85,12859999.66,91.22503662,7.855644703,79.95772552,17.80284882,1.0001,0,0
India,2008,0.186,0.0318,0.0058,0,0,0,0.0104,0.0041,0.0233,0,0,0,0.0012,0,0,0,0,0,0,0,0,0.577,0.1604,0,0,163210006.7,687340026.9,8140000.343,71800003.05,86349998.47,312609985.4,167320007.3,725400024.4,122440002.4,36360000.61,71379997.25,12619999.89,92.00569153,7.257065296,81.39299774,16.76846313,1,0,0
India,2009,0.181,0.0309,0.005,0,0,0,0.0187,0.0061,0.0238,0,0,0,0.0022,0.0002,0,0,0,0,0,0,0,0.5677,0.1644,0,0,178710006.7,681390014.6,15119999.89,73069999.69,94849998.47,360380004.9,183240005.5,793390014.6,126980003.4,41459999.08,69050003.05,13399999.62,92.77574921,6.473570347,82.81902313,15.26939964,1,0,0
India,2010,0.1753,0.0286,0.0042,0,0,0,0.0271,0.009,0.023,0,0,0,0.0027,0.0003,0,0,0,0,0,0,0,0.5624,0.1673,0,0,192919998.2,691440002.4,12800000.19,74339996.34,100080001.8,403339996.3,197839996.3,823809997.6,130479995.7,43069999.69,69599998.47,14090000.15,92.43574524,6.583671093,82.325737,15.21209145,0.9999,0,0
India,2011,0.1452,0.0234,0.0031,0,0,0,0.0284,0.0102,0.0203,0,0,0,0.04,0.0003,0,0,0,0,0,0,0,0.5529,0.1761,0,0,209289993.3,701809997.6,-60880001.07,75449996.95,106230003.4,448980011,214559997.6,864630004.9,135050003.1,45520000.46,53389999.39,14529999.73,91.21604919,7.501342773,80.09262085,16.79100418,0.9999,0,0
India,2012,0.1156,0.0201,0.0022,0,0,0,0.0294,0.081,0.0144,0,0,0,0.0091,0,0,0,0,0,0,0,0,0.5459,0.1821,0,0,221520004.3,695630004.9,-55470001.22,76559997.56,115989997.9,437510009.8,227070007.3,994239990.2,135750000,47000000,66110000.61,13630000.11,92.03556061,6.7272892,81.83029938,15.13447857,0.9998,0,0
India,2013,0.106,0.0179,0.0017,0.0077,0.0013,0.0001,0.0299,0.0841,0.0144,0.0021,0.0059,0.001,0.0117,0,0,0,0,0,0,0,0,0.4931,0.1757,0.035,0.0123,226259994.5,698169982.9,-59500000,77669998.17,124449996.9,475549987.8,232000000,1011330017,137860000.6,46340000.15,60450000.76,13979999.54,91.47610474,7.329665184,80.69957733,16.39429283,0.9526,0.0473,11234618.66
India,2014,0.1038,0.0171,0.0014,0.0078,0.0013,0.0001,0.0324,0.093,0.0154,0.0023,0.0067,0.0011,0.015,0,0,0,0,0,0,0,0,0.4753,0.1809,0.0338,0.0126,235750000,699710022,-60439998.63,78779998.78,133320007.3,507070007.3,241809997.6,1129400024,141929992.7,48189998.63,64750000,14409999.85,91.49959564,7.344336033,81.22920227,16.00641632,0.9536,0.0464,11471057.05
India,2015,0.1013,0.0162,0.0011,0.008,0.0013,0.0001,0.035,0.1025,0.0163,0.0025,0.0077,0.0012,0.0193,0,0,0,0,0,0,0,0,0.4566,0.1856,0.0325,0.013,257750000,704440002.4,-61470001.22,79889999.39,135889999.4,509880004.9,264399993.9,1108949951,145919998.2,50189998.63,64980003.36,15369999.89,91.58260345,7.184645653,81.72200775,15.37009525,0.9547,0.0455,12284094.48
Indonesia,2004,0.1119,0.1234,0.0277,0,0,0,0.0049,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0.6099,0.1042,0,0,70839996.34,148610000.6,808109985.4,166990005.5,23120000.84,81150001.53,72610000.61,120040000.9,48610000.61,36200000.76,12189999.58,1879999.995,96.57403564,3.42596364,86.39241028,13.59926605,1,0,0
Indonesia,2005,0.1032,0.123,0.0259,0,0,0,0.0045,0,0.0186,0,0,0,0,0,0,0,0,0,0,0,0,0.6291,0.0957,0,0,69839996.34,148580001.8,539450012.2,160529998.8,22770000.46,82169998.17,71650001.53,124519996.6,47110000.61,37229999.54,11000000,2789999.962,96.47258759,3.527426243,86.39785767,13.59351826,1,0,0
Indonesia,2006,0.097,0.1228,0.0249,0,0,0,0.0042,0,0.0196,0,0,0,0,0,0,0,0,0,0,0,0,0.6387,0.0928,0,0,66290000.92,151039993.3,936640014.6,154080001.8,23520000.46,105650001.5,68029998.78,130610000.6,44090000.15,40720001.22,9729999.542,2950000.048,96.7796936,3.220308542,87.74473572,12.2432394,1,0,0
Indonesia,2007,0.091,0.1219,0.0248,0,0,0,0.0039,0,0.0205,0,0,0,0,0,0,0,0,0,0,0,0,0.6465,0.0913,0,0,67809997.56,152490005.5,368839996.3,147630004.9,24260000.23,112290000.9,69650001.53,139149993.9,44259998.32,39189998.63,9340000.153,3099999.905,96.62944031,3.370551109,87.12237549,12.86498737,0.9999,0,0
Indonesia,2008,0.0894,0.1285,0.0263,0,0,0,0.0038,0,0.0227,0,0,0,0,0,0,0,0,0,0,0,0,0.6414,0.088,0,0,72069999.69,155520004.3,362119995.1,141169998.2,25450000.76,92500000,74029998.78,153059997.6,41409999.85,39490001.68,9130000.114,3279999.971,96.41346741,3.586532116,86.68814087,13.29341221,1.0001,0,0
Indonesia,2009,0.077,0.1202,0.0245,0,0,0,0.0032,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0.6646,0.0885,0,0,81680000.31,160240005.5,739580017.1,134720001.2,24579999.92,101209999.1,83889999.39,153779998.8,36659999.85,43509998.32,9079999.924,3460000.038,96.34482574,3.655174017,86.76924133,13.21079826,1,0,0
Indonesia,2010,0.07,0.12,0.0239,0,0,0,0.0028,0,0.0223,0,0,0,0,0,0,0,0,0,0,0,0,0.6742,0.0868,0,0,89110000.61,160970001.2,362850006.1,128270004.3,24799999.24,127319999.7,91529998.78,149509994.5,33840000.15,44950000.76,7710000.038,4340000.153,95.67378235,4.326220989,84.14945984,15.82264233,1,0,0
Indonesia,2011,0.0642,0.1195,0.0226,0,0,0,0.0026,0,0.0218,0,0,0,0,0,0,0,0,0,0,0,0,0.6838,0.0856,0,0,108500000,163929992.7,853239990.2,121809997.6,26489999.77,136949996.9,111360000.6,176669998.2,33299999.24,49799999.24,9579999.924,4280000.21,96.61140442,3.388597727,87.99867249,11.99291325,1.0001,0,0
Indonesia,2012,0.0608,0.1186,0.0214,0,0,0,0.0025,0,0.0222,0,0,0,0,0,0,0,0,0,0,0,0,0.689,0.0855,0,0,129619995.1,167559997.6,868049987.8,115360000.6,28770000.46,120199996.9,132990005.5,169410003.7,34060001.37,53819999.69,12079999.92,4519999.981,96.52864075,3.471363306,88.76216125,11.22461033,1,0,0
Indonesia,2013,0.0546,0.1129,0.0192,0.0039,0.008,0.0014,0.0022,0,0.022,0.0002,0,0.0015,0,0,0,0,0,0,0,0,0,0.6452,0.078,0.0454,0.0055,136119995.1,161389999.4,839289978,120059997.6,30319999.69,79730003.36,139750000,168809997.6,34590000.15,53549999.24,10909999.85,4780000.21,95.66940308,4.3306036,87.73002625,12.26054668,0.9491,0.0509,7300081.921
Indonesia,2014,0.0526,0.115,0.0186,0.0038,0.0082,0.0013,0.0021,0,0.0232,0.0002,0,0.0016,0,0,0,0,0,0,0,0,0,0.6465,0.0763,0.0453,0.0054,136589996.3,166880004.9,1171209961,124760002.1,31069999.69,89739997.86,140350006.1,194490005.5,34380001.07,52740001.68,9880000.114,4840000.153,95.5213623,4.47863245,88.86592102,11.12630558,0.9494,0.0507,7294199.299
Indonesia,2015,0.0507,0.1171,0.0179,0.0037,0.0084,0.0013,0.002,0,0.0245,0.0001,0,0.0017,0,0,0,0,0,0,0,0,0,0.6474,0.0745,0.0453,0.0052,132029998.8,167869995.1,1218239990,127279998.8,30159999.85,101750000,135559997.6,196259994.5,33340000.15,50229999.54,7059999.943,4940000.057,96.20703888,3.792957544,89.62425232,10.37160397,0.9493,0.0505,7023612.07
Ireland,2004,0.5325,0.2663,0.0516,0,0,0,0,0.1143,0.0244,0,0,0,0,0,0,0,0,0,0,0,0,0.0044,0.0066,0,0,11989999.77,24209999.08,-2130000.114,1330000.043,3410000.086,5070000.172,12289999.96,15149999.62,9500000,109999.9994,959999.9785,2549999.952,97.74321747,2.256778002,93.09463501,5.446358681,1.0001,0,0
Ireland,2005,0.5207,0.263,0.0525,0,0,0,0.0006,0.1234,0.0293,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,0.0068,0,0,12670000.08,23739999.77,-2130000.114,1149999.976,3400000.095,5250000,12989999.77,15649999.62,10010000.23,100000.0015,1009999.99,2730000.019,97.11057281,2.884649992,91.40511322,7.211019039,1,0,0
Ireland,2006,0.5017,0.2697,0.0521,0,0,0,0.0006,0.1442,0.0216,0,0,0,0,0,0,0,0,0,0,0,0,0.0032,0.0069,0,0,13880000.11,23510000.23,-2130000.114,1179999.948,3559999.943,5210000.038,14220000.27,15310000.42,9850000.381,79999.99821,949999.9881,2849999.905,96.2898407,3.701901913,89.58566284,8.998785973,1,0,0
Ireland,2007,0.4733,0.2787,0.0598,0,0,0,0.0009,0.1483,0.0288,0,0,0,0,0,0,0,0.0002,0.0002,0,0,0,0.0026,0.0071,0,0,14210000.04,23100000.38,-2130000.114,750000,3579999.924,4550000.191,14569999.69,14949999.81,9649999.619,90000.00358,899999.9762,3279999.971,95.83982086,4.042658806,88.94109344,9.726929665,0.9995,0,0
Ireland,2008,0.4473,0.2622,0.064,0,0,0,0.0016,0.1769,0.0358,0,0,0,0,0,0,0,0.0005,0.0003,0,0,0,0.0047,0.0066,0,0,13390000.34,22979999.54,-2130000.114,610000.0143,3210000.038,4480000.019,13729999.54,14670000.08,10470000.27,79999.99821,949999.9881,2970000.029,94.50843811,5.176768303,86.97255707,11.85526943,0.9991,0,0
Ireland,2009,0.4353,0.2531,0.0642,0,0,0,0.0013,0.1941,0.039,0,0,0,0,0,0,0,0.0006,0.0003,0,0,0,0.005,0.0071,0,0,12140000.34,23170000.08,-2130000.114,430000.0072,2420000.076,3450000.048,12460000.04,13149999.62,9970000.267,59999.99866,819999.9928,1980000.019,93.05440521,6.452940464,84.12232971,14.49395084,0.9991,0,0
Ireland,2010,0.4149,0.2371,0.0629,0,0,0,0.0015,0.2236,0.0454,0,0,0,0,0,0,0.0001,0.0009,0.0003,0,0,0,0.0056,0.0077,0,0,11340000.15,22250000,-2130000.114,419999.9869,2170000.076,3400000.095,11640000.34,13539999.96,10319999.69,59999.99866,759999.9905,2609999.895,93.56118011,5.85309267,85.19073486,13.00144768,0.9987,0,0
Ireland,2011,0.4104,0.2348,0.0644,0,0,0,0.0015,0.2274,0.0481,0,0,0,0,0,0,0.0001,0.0009,0.0003,0,0,0,0.005,0.007,0,0,10760000.23,22090000.15,-2240000.01,519999.9809,2029999.971,3259999.99,11029999.73,12140000.34,9090000.153,50000.00075,720000.0286,2380000.114,90.55775452,8.820140839,79.08081055,19.74082756,0.9986,0,0
Ireland,2012,0.376,0.2081,0.0626,0,0,0,0.002,0.285,0.0538,0,0,0,0,0,0,0.0001,0.001,0.0002,0,0.0001,0,0.0047,0.0065,0,0,10550000.19,23120000.84,-2240000.01,449999.9881,2210000.038,3259999.99,10819999.69,13060000.42,8649999.619,50000.00075,689999.9976,2109999.895,90.7345047,8.679477692,79.26148987,19.03116608,0.9987,0.0001,1056.373304
Ireland,2013,0.3345,0.185,0.0575,0.0244,0.0134,0.0041,0.0021,0.2885,0.0547,0.0001,0.0198,0.0038,0,0,0,0.0002,0.0011,0.0002,0,0.0001,0,0.004,0.0055,0.0003,0.0004,10720000.27,23299999.24,-2250000,600000.0238,2269999.981,3289999.962,10979999.54,11649999.62,8600000.381,39999.99911,620000.0048,2339999.914,89.84432983,9.441345215,76.26206207,21.50743103,0.9974,0.0008,8598.355939
Ireland,2014,0.3173,0.1755,0.0565,0.0241,0.0131,0.0041,0.0025,0.3106,0.0593,0.0002,0.0214,0.0042,0,0,0,0.0002,0.0014,0.0002,0,0.0001,0,0.0037,0.005,0.0003,0.0004,11140000.34,23409999.85,-2250000,790000.0215,2680000.067,3500000,11420000.08,11479999.54,7650000.095,50000.00075,560000.0024,2599999.905,88.49167633,10.7002306,73.78782654,24.26728821,0.9975,0.0008,8934.336115
Ireland,2015,0.2998,0.1657,0.0553,0.0239,0.0128,0.0042,0.0028,0.3329,0.064,0.0002,0.023,0.0046,0,0,0,0.0002,0.0016,0.0002,0,0.0001,0,0.0034,0.0045,0.0003,0.0004,11279999.73,23719999.31,-2250000,889999.9857,2829999.924,3630000.114,11550000.19,12159999.85,8079999.924,39999.99911,529999.9714,2960000.038,86.92145538,12.26522636,71.29612732,27.68195152,0.9971,0.0008,9050.245498
Italy,2004,0.3073,0.3237,0.0105,0,0,0,0.0013,0.1821,0.0448,0,0,0,0.0124,0.0131,0.0004,0,0,0,0,0,0,0.0614,0.043,0,0,124040000.9,35479999.54,-34709999.08,21040000.92,33340000.15,68480003.36,127029998.8,178929992.7,76610000.61,6090000.153,8850000.381,15819999.69,92.7796402,7.220356941,78.98001862,17.76039314,1,0,0
Italy,2005,0.292,0.3106,0.0107,0,0,0,0.0015,0.2068,0.0475,0,0,0,0.0121,0.0129,0.0004,0,0,0,0,0,0,0.0594,0.0461,0,0,122959999.1,34209999.08,-34709999.08,21100000.38,33659999.85,66660003.66,125860000.6,178350006.1,81980003.36,6420000.076,8989999.771,16360000.61,93.56645966,6.433543682,80.95115662,15.95109177,1,0,0
