,,Ratio of Market demand,,,,,,,,,,,,,,,,,,,,,,,,,,GHG emissions by Sector all in tonnes of c02 eq,,,,,,,,,,,Primary Energy,,,,,,
Entity,Year,"('Petrol', 'Econ')","('Petrol', 'Mid')","('Petrol', 'Lux')","('Adv Petrol', 'Econ')","('Adv Petrol', 'Mid')","('Adv Petrol', 'Lux')","('Diesel', 'Econ')","('Diesel', 'Mid')","('Diesel', 'Lux')","('Adv Diesel', 'Econ')","('Adv Diesel', 'Mid')","('Adv Diesel', 'Lux')","('CNG', 'Econ')","('CNG', 'Mid')","('CNG', 'Lux')","('Hybrid', 'Econ')","('Hybrid', 'Mid')","('Hybrid', 'Lux')","('Electric', 'Econ')","('Electric', 'Mid')","('Electric', 'Lux')","('Bikes', 'Econ')","('Bikes', 'Lux')","('Electric Bikes', 'Adv Econ')","('Electric Bikes', 'Adv Lux')",Transport_x(only co2 emissions),Agriculture,Land-use change and forestry,Waste,Industry,Manufacturing and construction,Transport_y(by sector billions tonnes,Electricity and heat,Buildings,Fugitive emissions,Other fuel combustion,Aviation and shipping,Fossil fuels (% equivalent primary energy),Renewables (% equivalent primary energy),Fossil fuels (% electricity),Renewables (% electricity),fossil_demand,ev_demand,ev_savings
Japan,2008,0.3265,0.2015,0.2666,0,0,0,0,0,0.0188,0,0,0,0,0,0,0.0002,0.0065,0.0015,0,0,0,0.1302,0.0482,0,0,233720001.2,24120000.84,-97860000.61,9300000.191,55270000.46,212419998.2,239919998.2,534109985.4,135070007.3,6639999.866,18350000.38,35220001.22,83.98992157,4.830859184,69.54174042,8.616594315,0.9918,0,0
Japan,2009,0.3383,0.1914,0.2623,0,0,0,0,0,0.0159,0,0,0,0,0,0,0.0016,0.0092,0.0021,0,0,0,0.1296,0.0495,0,0,227559997.6,23840000.15,-98010002.14,8859999.657,52020000.46,200550003.1,233679992.7,504339996.3,125839996.3,6369999.886,21190000.53,31139999.39,81.69524384,5.02139616,66.08847809,8.731104851,0.987,0,0
Japan,2010,0.3491,0.1814,0.2585,0,0,0,0,0,0.0135,0,0,0,0,0,0,0.0022,0.0141,0.0032,0,0,0,0.1278,0.0502,0,0,228649993.9,23909999.85,-98110000.61,8489999.771,53319999.69,212279998.8,234830001.8,549210022,127110000.6,6559999.943,19010000.23,31629999.16,81.0954895,5.684884071,63.6463356,10.22790337,0.9805,0,0
Japan,2011,0.3595,0.1715,0.2534,0,0,0,0,0,0.0121,0,0,0,0,0,0,0.0024,0.0196,0.0038,0,0.0002,0,0.1264,0.051,0,0,223029998.8,22959999.08,-49479999.54,8260000.229,56099998.47,218830001.8,229070007.3,607640014.6,125830001.8,7269999.981,17479999.54,32040000.92,86.51538849,5.733157158,74.04864502,10.2782011,0.9739,0.0002,45801.41673
Japan,2012,0.3699,0.159,0.248,0,0,0,0,0,0.011,0,0,0,0,0,0,0.0025,0.03,0.005,0,0.0006,0,0.123,0.051,0,0,220699996.9,22430000.31,-49560001.37,7949999.809,59799999.24,214960006.7,226669998.2,657070007.3,122260002.1,7539999.962,17420000.08,32779998.78,93.45420074,5.650204659,87.39159393,10.05793762,0.9619,0.0006,137665.036
Japan,2013,0.3574,0.1387,0.2289,0.0251,0.01,0.0163,0,0,0.01,0,0,0.0007,0,0,0,0.0027,0.0372,0.0059,0,0.0007,0,0.1081,0.0471,0.0077,0.0033,218029998.8,22739999.77,-49630001.07,7739999.771,63759998.32,215779998.8,223910003.7,663150024.4,127459999.1,7539999.962,16110000.61,32860000.61,93.12861633,6.12996769,86.77674866,11.0824337,0.9423,0.0117,2707153.758
Japan,2014,0.3678,0.1293,0.2255,0.0262,0.0095,0.0163,0,0,0.0097,0,0,0.0007,0,0,0,0.0029,0.0461,0.007,0,0.0009,0,0.1012,0.0463,0.0072,0.0033,211970001.2,22649999.62,-49669998.17,7460000.038,67620002.75,209399993.9,217649993.9,636299987.8,121089996.3,7469999.79,16200000.76,31889999.39,93.00099945,6.935917377,86.78214264,12.59948921,0.9325,0.0114,2591375.886
Japan,2015,0.3768,0.1202,0.2213,0.0274,0.009,0.0163,0,0,0.0094,0,0,0.0007,0,0,0,0.0031,0.0571,0.0083,0,0.0012,0,0.0942,0.0451,0.0067,0.0032,211320007.3,22120000.84,-49740001.68,7219999.79,70379997.25,201779998.8,217000000,610989990.2,116150001.5,7219999.79,17610000.61,33560001.37,91.635849,8.068797112,83.89560699,14.95108509,0.9204,0.0111,2548513.778
Korea,2004,0.1653,0.3132,0.0322,0,0,0,0,0.0739,0.2926,0,0,0,0,0,0,0,0,0,0,0,0,0.0869,0.036,0,0,88949996.95,13819999.69,-60110000.61,12470000.27,61200000.76,81059997.56,90949996.95,224860000.6,55310001.37,2000000,11399999.62,36799999.24,85.24242401,0.534638047,62.64039993,1.266531825,1.0001,0,0
Korea,2005,0.1401,0.3156,0.045,0,0,0,0,0.0738,0.3061,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.0345,0,0,86059997.56,14140000.34,-60099998.47,12489999.77,58139999.39,74419998.17,88059997.56,229440002.4,58560001.37,2079999.924,11060000.42,41310001.37,84.19673157,0.453538865,60.7934761,1.046884418,1.0001,0,0
Korea,2006,0.122,0.3169,0.0584,0,0,0,0,0.0758,0.3105,0,0,0,0,0,0,0,0,0,0,0,0,0.0834,0.033,0,0,85959999.08,13710000.04,-60119998.93,12170000.08,60020000.46,79470001.22,87989997.86,237529998.8,53840000.15,2140000.105,9880000.114,42979999.54,84.34143066,0.450266898,61.55615616,0.987312615,1,0,0
Korea,2007,0.1111,0.319,0.0663,0,0,0,0,0.0759,0.3133,0,0,0,0,0,0,0,0,0,0,0,0,0.0827,0.0317,0,0,88639999.39,14220000.27,-60110000.61,11390000.34,57229999.54,73800003.05,90739997.86,255100006.1,51919998.17,2319999.933,9939999.58,41099998.47,85.39506531,0.504308224,64.80232239,1.048988581,1,0,0
Korea,2008,0.111,0.3242,0.0713,0,0,0,0,0.0757,0.3057,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0.081,0.0308,0,0,84169998.17,14079999.92,-60119998.93,11220000.27,58900001.53,78000000,86250000,269019989,51250000,2339999.914,8489999.771,41259998.32,84.91307068,0.529346287,64.30792999,1.003937364,0.9997,0,0
Korea,2009,0.1075,0.3349,0.0725,0,0,0,0,0.0757,0.2996,0,0,0,0,0,0,0,0.0001,0.0008,0,0,0,0.0793,0.0296,0,0,85069999.69,14149999.62,-60110000.61,11359999.66,59259998.32,69610000.61,87220001.22,289809997.6,50659999.85,2309999.943,9090000.153,38500000,85.34508514,0.570094645,65.67677307,1.017527938,0.9991,0,0
Korea,2010,0.1062,0.3427,0.0764,0,0,0,0,0.0774,0.2899,0,0,0,0,0,0,0,0.0002,0.0014,0,0,0,0.0784,0.0273,0,0,86610000.61,14420000.08,-60119998.93,11050000.19,61889999.39,78860000.61,88839996.34,324049987.8,53830001.83,2720000.029,9850000.381,41459999.08,86.08332825,0.919559062,67.73161316,1.648395777,0.9983,0,0
Korea,2011,0.1072,0.341,0.0767,0,0,0,0,0.0774,0.291,0,0,0,0,0,0,0,0.0005,0.0028,0,0,0,0.0776,0.0256,0,0,85120002.75,14020000.46,-50439998.63,10869999.89,63419998.17,80550003.05,87330001.83,347859985.4,53099998.47,2890000.105,9529999.733,40759998.32,85.92369843,1.253945112,67.09803009,2.352530241,0.9965,0,0
Korea,2012,0.1095,0.3357,0.0766,0,0,0,0,0.0757,0.2952,0,0,0,0,0,0,0,0.0007,0.0053,0,0,0,0.077,0.0244,0,0,87580001.83,14470000.27,-50459999.08,10399999.62,64889999.39,76730003.36,89830001.83,352049987.8,52009998.32,3119999.886,9510000.229,40009998.32,86.47827148,1.288482666,68.52950287,2.369514942,0.9941,0,0
Korea,2013,0.1024,0.3085,0.0721,0.0073,0.0223,0.0051,0,0.0728,0.2798,0,0.0052,0.0199,0,0,0,0,0.0008,0.0067,0,0.0001,0,0.0695,0.0211,0.0049,0.0015,90879997.25,14119999.89,-50450000.76,10319999.69,66410003.66,77449996.95,93209999.08,347190002.4,51909999.85,3240000.01,9579999.924,40069999.69,87.30013275,1.515562892,70.62397003,2.689827204,0.986,0.0065,599107.487
Korea,2014,0.1025,0.3031,0.0726,0.0075,0.0227,0.0053,0,0.0747,0.2835,0,0.0054,0.0205,0,0,0,0,0.0011,0.0086,0,0.0001,0,0.067,0.0194,0.0048,0.0014,92459999.08,13779999.73,-50439998.63,10460000.04,68180000.31,72680000.31,94800003.05,344790008.5,46970001.22,2970000.029,8300000.191,40549999.24,85.82358551,1.764075041,66.77896881,3.228681326,0.9842,0.0063,591849.2118
Korea,2015,0.1025,0.2975,0.073,0.0076,0.0231,0.0055,0,0.0765,0.2868,0,0.0057,0.0212,0,0,0,0,0.0013,0.011,0,0.0001,0,0.0644,0.0179,0.0046,0.0013,98400001.53,13949999.81,-50459999.08,10210000.04,69720001.22,76750000,100860000.6,352589996.3,48860000.61,2759999.99,8149999.619,43990001.68,85.32032776,1.904119015,65.51200104,3.553049326,0.9817,0.006,601405.7341
Latvia,2004,0.2036,0.5029,0.1161,0,0,0,0,0.0839,0.0722,0,0,0,0,0,0,0,0,0,0,0,0,0.0213,0,0,0,2869999.886,2440000.057,-13859999.66,660000.0262,200000.003,1120000.005,2970000.029,2250000,1210000.038,119999.9973,379999.9952,790000.0215,79.75759125,20.24241447,31.77649498,68.15952301,1,0,0
Latvia,2005,0.1902,0.5034,0.1116,0,0,0,0.0013,0.0878,0.0843,0,0,0,0,0,0,0,0,0,0,0,0,0.0214,0,0,0,3000000,2450000.048,-13859999.66,689999.9976,209999.9934,1129999.995,3099999.905,2220000.029,1210000.038,129999.9952,379999.9952,1009999.99,79.08074951,20.85358429,30.57480621,69.60864258,1,0,0
Latvia,2006,0.1227,0.5587,0.0982,0,0,0,0.0015,0.1227,0.0743,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,3319999.933,2480000.019,-13850000.38,699999.9881,280000.0012,1190000.057,3420000.076,2240000.01,1250000,100000.0015,389999.9857,829999.9833,82.08377838,17.83665657,42.93600464,56.98221207,1.0001,0,0
Latvia,2007,0.1405,0.4877,0.1234,0,0,0,0.0023,0.1246,0.0975,0,0,0,0,0,0,0,0,0,0,0,0,0.0239,0,0,0,3750000,2519999.981,-13840000.15,720000.0286,310000.0024,1210000.038,3859999.895,2119999.886,1250000,100000.0015,389999.9857,810000.0024,82.51023865,17.44501495,40.66233444,59.2747879,0.9999,0,0
Latvia,2008,0.1405,0.4687,0.1273,0,0,0,0.0037,0.1282,0.1048,0,0,0,0,0,0,0,0,0,0,0,0,0.0268,0,0,0,3549999.952,2599999.905,-13819999.69,720000.0286,340000.0036,1110000.014,3650000.095,2069999.933,1200000.048,100000.0015,340000.0036,949999.9881,80.39673615,19.55880165,39.05953598,60.90254211,1,0,0
Latvia,2009,0.1368,0.4609,0.1301,0,0,0,0.0029,0.1334,0.1081,0,0,0,0,0,0,0,0,0,0,0,0,0.0279,0,0,0,3109999.895,2549999.952,-13819999.69,699999.9881,360000.0143,889999.9857,3200000.048,2000000,1230000.019,100000.0015,330000.0131,1179999.948,77.19931793,22.68583679,36.092659,63.79961014,1.0001,0,0
Latvia,2010,0.1217,0.4122,0.1175,0,0,0,0.0038,0.1741,0.1428,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,3180000.067,2559999.943,-13800000.19,730000.0191,629999.9952,1169999.957,3279999.971,2390000.105,1269999.981,90000.00358,379999.9952,1159999.967,79.0046463,20.36603928,45.11845779,54.85136795,1.0001,0,0
Latvia,2011,0.1164,0.3898,0.1133,0,0,0,0.0041,0.1896,0.1564,0,0,0,0,0,0,0,0,0,0,0,0,0.0306,0,0,0,2819999.933,2589999.914,-2650000.095,689999.9976,759999.9905,1059999.943,2910000.086,2200000.048,1179999.948,59999.99866,389999.9857,1039999.962,80.08961487,19.26850891,49.39284515,50.51198196,1.0002,0,0
Latvia,2012,0.111,0.3665,0.1077,0,0,0,0.0045,0.2064,0.1717,0,0,0,0,0,0,0,0,0,0,0,0,0.0322,0,0,0,2730000.019,2660000.086,-2650000.095,709999.9785,779999.9714,1100000.024,2819999.933,1990000.01,1149999.976,79999.99821,370000.0048,1129999.995,74.72032928,24.73715019,33.40359879,66.42127991,1,0,0
Latvia,2013,0.0978,0.3206,0.0947,0.0071,0.0233,0.0069,0.0047,0.2093,0.1761,0.0003,0.0144,0.0122,0,0,0,0,0,0,0,0,0,0.0305,0,0.0022,0,2759999.99,2700000.048,-2650000.095,699999.9881,759999.9905,920000.0167,2849999.905,2099999.905,1070000.052,100000.0015,370000.0048,1139999.986,77.15248871,22.28458786,43.00209427,56.90448761,0.9979,0.0022,6084.778013
Latvia,2014,0.0918,0.2988,0.0889,0.0069,0.0222,0.0066,0.0053,0.2253,0.192,0.0004,0.0155,0.0135,0,0,0,0,0,0,0,0,0,0.0306,0,0.0023,0,2880000.114,2759999.99,-2680000.067,699999.9881,800000.0119,879999.9952,2970000.029,1809999.943,1090000.033,140000.0006,370000.0048,1070000.052,80.14083862,19.17196274,45.51643753,53.76775742,0.9978,0.0023,6638.605195
Latvia,2015,0.0856,0.277,0.0832,0.0067,0.0212,0.0063,0.0058,0.2411,0.2081,0.0004,0.0168,0.015,0,0,0,0,0,0,0,0,0,0.0305,0,0.0024,0,3059999.943,2869999.886,-2680000.067,660000.0262,720000.0286,790000.0215,3150000.095,1889999.986,1009999.99,100000.0015,379999.9952,1129999.995,80.4347229,18.88339996,49.88252258,50.31990051,0.9977,0.0024,7360.930002
Lithuania,2004,0.2036,0.5029,0.1161,0,0,0,0,0.0839,0.0722,0,0,0,0,0,0,0,0,0,0,0,0,0.0213,0,0,0,3829999.924,5349999.905,59999.99866,1519999.981,2579999.924,1230000.019,3940000.057,5420000.076,1139999.986,230000.0042,209999.9934,460000.0083,58.23900223,1.198676109,15.8244276,2.2190516,1,0,0
Lithuania,2005,0.1902,0.5034,0.1116,0,0,0,0.0013,0.0878,0.0843,0,0,0,0,0,0,0,0,0,0,0,0,0.0214,0,0,0,4059999.943,5309999.943,50000.00075,1480000.019,2869999.886,1509999.99,4179999.828,5719999.79,1200000.048,259999.9905,219999.9988,600000.0238,68.16431427,1.409965396,23.13264847,3.108026981,1,0,0
Lithuania,2006,0.1227,0.5587,0.0982,0,0,0,0.0015,0.1227,0.0743,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,4329999.924,5280000.21,50000.00075,1450000.048,3009999.99,1620000.005,4460000.038,5260000.229,1330000.043,250000,239999.9946,600000.0238,71.96880341,1.394839525,22.35236549,3.491455793,1.0001,0,0
Lithuania,2007,0.1405,0.4877,0.1234,0,0,0,0.0023,0.1246,0.0975,0,0,0,0,0,0,0,0,0,0,0,0,0.0239,0,0,0,5030000.21,5429999.828,50000.00075,1419999.957,3700000.048,1620000.005,5179999.828,4769999.981,1279999.971,230000.0042,250000,579999.9833,70.43509674,1.696282268,20.13279152,4.145784378,0.9999,0,0
Lithuania,2008,0.1405,0.4687,0.1273,0,0,0,0.0037,0.1282,0.1048,0,0,0,0,0,0,0,0,0,0,0,0,0.0268,0,0,0,5010000.229,5199999.809,50000.00075,1409999.967,3450000.048,1470000.029,5159999.847,4929999.828,1240000.01,230000.0042,239999.9946,519999.9809,70.02188873,1.769284368,18.55817223,4.29693079,1,0,0
Lithuania,2009,0.1368,0.4609,0.1301,0,0,0,0.0029,0.1334,0.1081,0,0,0,0,0,0,0,0,0,0,0,0,0.0279,0,0,0,4139999.866,5219999.79,29999.99933,1360000.014,1149999.976,1179999.948,4260000.229,4929999.828,1240000.01,209999.9934,209999.9934,519999.9809,64.58185577,2.186495066,18.49247169,4.453821182,1.0001,0,0
Lithuania,2010,0.1217,0.4122,0.1175,0,0,0,0.0038,0.1741,0.1428,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,4280000.21,5159999.847,29999.99933,1320000.052,1120000.005,1269999.981,4400000.095,5440000.057,1370000.005,239999.9946,239999.9946,600000.0238,95.26319885,3.94032526,66.7988739,15.84733772,1.0001,0,0
Lithuania,2011,0.1164,0.3898,0.1133,0,0,0,0.0041,0.1896,0.1564,0,0,0,0,0,0,0,0,0,0,0,0,0.0306,0,0,0,4250000,5199999.809,-6059999.943,1230000.019,1490000.01,1370000.005,4369999.886,4559999.943,1389999.986,189999.9976,230000.0042,629999.9952,94.64247131,4.594768047,59.73121262,23.06288338,1.0002,0,0
Lithuania,2012,0.111,0.3665,0.1077,0,0,0,0.0045,0.2064,0.1717,0,0,0,0,0,0,0,0,0,0,0,0,0.0322,0,0,0,4280000.21,5250000,-6059999.943,1190000.057,1330000.043,1470000.029,4400000.095,4519999.981,1309999.943,239999.9946,230000.0042,579999.9833,94.10118103,4.873659611,61.87530136,23.45509911,1,0,0
Lithuania,2013,0.1026,0.3155,0.0978,0.0073,0.0229,0.007,0.0047,0.208,0.175,0.0003,0.0144,0.0121,0,0,0,0,0,0,0,0,0,0.0303,0,0.0022,0,4280000.21,5179999.828,-6059999.943,1149999.976,1220000.029,1409999.967,4400000.095,3940000.057,1289999.962,239999.9946,239999.9946,490000.0095,92.09707642,6.826762199,51.45437622,32.04242325,0.9979,0.0022,9435.815674
Lithuania,2014,0.1009,0.2896,0.0947,0.0074,0.0215,0.0069,0.0052,0.2227,0.1896,0.0004,0.0155,0.0133,0,0,0,0,0,0,0,0,0,0.0303,0,0.0022,0,4760000.229,5190000.057,-6090000.153,1070000.052,1200000.048,1309999.943,4889999.866,3240000.01,1179999.948,280000.0012,250000,270000.0107,91.76839447,7.007637501,44.34942627,34.34465408,0.998,0.0022,10492.98648
Lithuania,2015,0.0986,0.2645,0.0914,0.0075,0.0202,0.0068,0.0057,0.237,0.2043,0.0004,0.0168,0.0146,0,0,0,0,0,0,0,0,0,0.03,0,0.0022,0,5050000.191,5300000.191,-6090000.153,1000000,1320000.052,1179999.948,5179999.828,3279999.971,1080000.043,289999.9917,239999.9946,490000.0095,91.34074402,7.430521488,47.03115845,34.05096054,0.9978,0.0022,11134.49631
Luxembourg,2004,0.1638,0.2457,0.1134,0,0,0,0.0125,0.2782,0.1282,0,0,0,0,0,0,0,0,0,0,0,0,0.0377,0.0206,0,0,6829999.924,629999.9952,-519999.9809,109999.9994,469999.9988,1289999.962,6980000.019,1379999.995,1700000.048,50000.00075,50000.00075,1279999.971,98.88795471,1.1120193,76.9575119,4.724683285,1.0001,0,0
Luxembourg,2005,0.1504,0.2211,0.1075,0,0,0,0.0184,0.3101,0.1351,0,0,0,0.0002,0.0003,0.0001,0,0,0,0,0,0,0.0368,0.0201,0,0,7210000.038,610000.0143,-519999.9809,100000.0015,460000.0083,1279999.971,7360000.134,1360000.014,1620000.005,50000.00075,50000.00075,1299999.952,98.83207703,1.167921066,76.04519653,5.062841892,1.0001,0,0
Luxembourg,2006,0.1374,0.2002,0.0986,0,0,0,0.0239,0.3346,0.1464,0,0,0,0.0002,0.0003,0.0001,0,0,0,0,0,0,0.0373,0.0209,0,0,6900000.095,600000.0238,-519999.9809,109999.9994,460000.0083,1370000.005,7039999.962,1419999.957,1590000.033,59999.99866,50000.00075,1220000.029,98.60914612,1.390871167,75.91995239,5.668104649,0.9999,0,0
Luxembourg,2007,0.129,0.1817,0.0909,0,0,0,0.0295,0.3595,0.1503,0,0,0,0.0002,0.0003,0.0001,0,0,0,0,0,0,0.0381,0.0205,0,0,6619999.886,620000.0048,-519999.9809,100000.0015,460000.0083,1269999.981,6769999.981,1269999.981,1500000,50000.00075,59999.99866,1309999.943,97.44184113,1.537957311,73.22514343,6.611655235,1.0001,0,0
Luxembourg,2008,0.1238,0.167,0.0864,0,0,0,0.0317,0.383,0.1498,0,0,0,0.0002,0.0003,0.0002,0,0,0,0,0,0,0.0374,0.0202,0,0,6719999.79,629999.9952,-519999.9809,100000.0015,439999.9976,1220000.029,6869999.886,1110000.014,1559999.943,50000.00075,59999.99866,1320000.052,97.3348999,1.648137331,68.59538269,7.938565731,1,0,0
Luxembourg,2009,0.1227,0.1534,0.0793,0,0,0,0.0315,0.3986,0.1534,0,0,0,0,0,0,0,0,0,0,0,0,0.0382,0.0227,0,0,6190000.057,629999.9952,-519999.9809,100000.0015,419999.9869,1039999.962,6329999.924,1250000,1570000.052,50000.00075,70000.0003,1269999.981,97.36952209,1.6371243,74.25782013,6.905256271,0.9998,0,0
Luxembourg,2010,0.1181,0.1249,0.0682,0,0,0,0.0339,0.4306,0.1616,0,0,0,0,0,0,0,0,0,0,0,0,0.0387,0.0239,0,0,6550000.191,639999.9857,-519999.9809,90000.00358,430000.0072,1120000.005,6690000.057,1289999.962,1649999.976,50000.00075,70000.0003,1299999.952,97.49977112,1.554399729,64.68789673,5.837854385,0.9999,0,0
Luxembourg,2011,0.1134,0.1076,0.0593,0,0,0,0.035,0.4826,0.1413,0,0,0,0,0,0,0,0,0,0,0,0,0.0374,0.0235,0,0,6949999.809,629999.9952,-239999.9946,90000.00358,449999.9881,1059999.943,7090000.153,1090000.033,1389999.986,50000.00075,50000.00075,1210000.038,97.44558716,1.471318722,64.58047485,6.613391399,1.0001,0,0
Luxembourg,2012,0.1092,0.0977,0.0575,0,0,0,0.0349,0.4947,0.1432,0,0,0,0,0,0,0,0,0,0,0,0,0.0384,0.0245,0,0,6630000.114,620000.0048,-239999.9946,79999.99821,439999.9976,1019999.981,6769999.981,1120000.005,1509999.99,50000.00075,59999.99866,1120000.005,97.01379395,1.849729419,64.18698883,8.070689201,1.0001,0,0
Luxembourg,2013,0.0974,0.0808,0.0475,0.0071,0.0059,0.0035,0.0343,0.4825,0.1342,0.0024,0.0335,0.0095,0,0,0,0,0,0,0,0,0,0.0347,0.0225,0.0026,0.0016,6480000.019,629999.9952,-239999.9946,79999.99821,439999.9976,970000.0286,6619999.886,759999.9905,1529999.971,39999.99911,59999.99866,1129999.995,96.33756256,2.30420804,51.22652817,12.8125515,0.9958,0.0042,27330.7894
Luxembourg,2014,0.0928,0.0715,0.0421,0.007,0.0054,0.0032,0.0358,0.5014,0.134,0.0025,0.0349,0.0097,0,0,0,0,0,0,0,0,0,0.0333,0.0221,0.0026,0.0017,6190000.057,639999.9857,-239999.9946,79999.99821,430000.0072,980000.0191,6329999.924,709999.9785,1360000.014,39999.99911,59999.99866,1220000.029,95.64069366,2.558791161,50.92781067,13.41087723,0.9957,0.0043,26731.94762
Luxembourg,2015,0.0881,0.063,0.0372,0.007,0.0049,0.0029,0.0374,0.5193,0.1334,0.0026,0.0365,0.0099,0,0,0,0,0,0,0,0,0,0.0319,0.0216,0.0026,0.0017,5750000,649999.9762,-239999.9946,79999.99821,400000.006,970000.0286,5889999.866,490000.0095,1559999.943,29999.99933,59999.99866,1379999.995,94.96954346,2.841861486,32.8985405,15.5738821,0.9957,0.0043,24831.77664
Macedonia,2004,0.1875,0.2335,0.4003,0,0,0,0.0033,0.0702,0.0385,0,0,0,0.0017,0.0018,0.0006,0,0.0012,0.0003,0,0,0,0.0539,0.0073,0,0,1009999.99,1460000.038,0,990000.0095,360000.0143,920000.0167,1029999.971,5969999.79,579999.9833,300000.0119,159999.9964,19999.99955,86.4756012,13.52439404,77.69611359,22.22888947,0.9986,0,0
Macedonia,2005,0.1957,0.2356,0.3865,0,0,0,0.0034,0.0709,0.039,0,0,0,0.0021,0.0021,0.0006,0,0.0015,0.0006,0,0,0,0.0533,0.0087,0,0,1019999.981,1399999.976,0,990000.0095,409999.9964,1350000.024,1049999.952,5929999.828,610000.0143,310000.0024,79999.99821,19999.99955,86.8736496,13.12635231,78.50763702,21.49236488,0.9979,0,0
Macedonia,2006,0.2001,0.2339,0.3751,0,0,0,0.0049,0.0745,0.0388,0,0,0,0.0023,0.0023,0.0006,0,0.0018,0.0009,0,0,0,0.0553,0.0093,0,0,1019999.981,1419999.957,0,1000000,419999.9869,1419999.957,1049999.952,5900000.095,550000.0119,300000.0119,59999.99866,9999.999776,85.81138611,14.18861485,76.50585175,23.55124092,0.9971,0,0
Macedonia,2007,0.2018,0.2345,0.3681,0,0,0,0.0058,0.0776,0.0394,0,0,0,0.0026,0.0025,0.0004,0,0.0023,0.0011,0,0,0,0.0554,0.0086,0,0,1169999.957,1419999.957,9999.999776,1009999.99,430000.0072,1629999.995,1200000.048,6039999.962,540000.0215,300000.0119,39999.99911,19999.99955,91.30377197,8.696233749,84.48753357,15.54324341,0.9967,0,0
Macedonia,2008,0.2046,0.2381,0.3545,0,0,0,0.0057,0.0798,0.0402,0,0,0,0.0029,0.0027,0.0004,0,0.0026,0.0013,0,0,0,0.0583,0.009,0,0,1200000.048,1379999.995,0,1029999.971,419999.9869,1529999.971,1230000.019,6079999.924,370000.0048,330000.0131,50000.00075,19999.99955,92.51475525,7.438910007,86.67405701,13.31009293,0.9962,0,0
Macedonia,2009,0.2106,0.2343,0.3479,0,0,0,0.0068,0.0818,0.0405,0,0,0,0.0034,0.0031,0.0004,0.0002,0.0031,0.0014,0,0,0,0.0573,0.0092,0,0,1289999.962,1309999.943,0,1029999.971,419999.9869,970000.0286,1320000.052,5840000.153,490000.0095,310000.0024,29999.99933,9999.999776,88.58382416,11.34590149,81.28295135,18.59988213,0.9953,0,0
Macedonia,2010,0.2125,0.2333,0.3411,0,0,0,0.008,0.0834,0.0403,0,0,0,0.0038,0.0034,0.0004,0.0003,0.0035,0.0016,0,0,0,0.0592,0.0093,0,0,1350000.024,1370000.005,0,1049999.952,379999.9952,1250000,1389999.986,5329999.924,469999.9988,300000.0119,29999.99933,19999.99955,80.07539368,19.90960693,66.52892303,33.4852066,0.9947,0,0
Macedonia,2011,0.2163,0.2323,0.3318,0,0,0,0.0084,0.0851,0.0394,0,0,0,0.0077,0.0035,0.0004,0.0003,0.004,0.0017,0,0.0001,0,0.0593,0.0096,0,0,1419999.957,1389999.986,0,1070000.052,430000.0072,1450000.048,1450000.048,5969999.79,389999.9857,300000.0119,29999.99933,9999.999776,88.28742981,11.70262146,78.8578186,21.21871567,0.9938,0.0001,142.8858882
Macedonia,2012,0.218,0.2324,0.3241,0,0,0,0.0087,0.0929,0.0386,0,0,0,0.0049,0.0036,0.0004,0.0003,0.0048,0.0021,0,0.0001,0,0.0591,0.0098,0,0,1360000.014,1299999.952,0,1100000.024,319999.9928,1379999.995,1389999.986,5710000.038,419999.9869,289999.9917,39999.99911,29999.99933,90.86793518,9.123691559,83.3599472,16.66937065,0.9925,0.0001,137.0277092
Macedonia,2013,0.2089,0.2186,0.3002,0.0148,0.0155,0.0213,0.0086,0.0889,0.0357,0.0006,0.0062,0.0025,0.0055,0.0038,0.0004,0.0004,0.0053,0.0023,0,0.0002,0,0.0472,0.0091,0.0034,0.0007,1539999.962,1309999.943,0,1129999.995,349999.994,1269999.981,1580000.043,4800000.191,310000.0024,280000.0012,50000.00075,29999.99933,85.55219269,14.41297245,73.84226227,26.14045525,0.9878,0.0043,6703.786025
Macedonia,2014,0.2106,0.2205,0.2973,0.0153,0.0159,0.0214,0.0089,0.0912,0.0362,0.0006,0.0064,0.0026,0.0059,0.0038,0.0004,0.0004,0.0059,0.0025,0,0.0002,0,0.0417,0.0086,0.003,0.0007,1620000.005,1330000.043,0,1159999.967,319999.9928,1139999.986,1649999.976,4460000.038,300000.0119,270000.0107,50000.00075,39999.99911,87.47380829,12.5132513,76.11153412,24.03684044,0.9873,0.0039,6399.270757
Macedonia,2015,0.2345,0.2086,0.2704,0.0172,0.0153,0.0198,0.0105,0.0911,0.0368,0.0007,0.0064,0.0027,0.0065,0.0038,0.0003,0.0005,0.0071,0.003,0,0.0002,0,0.0517,0.0086,0.0038,0.0007,1799999.952,1350000.024,0,1190000.057,330000.0131,1059999.943,1830000.043,4010000.229,319999.9928,259999.9905,50000.00075,39999.99911,81.42253113,18.56497192,64.11455536,35.93212128,0.9849,0.0047,8589.704311
