Year,Month,Make,Model,Quantity,Type of engine
2011,8,Skoda ,Skoda Octavia,274,gas
2011,8,Toyota ,Toyota Avensis,266,gas
2011,8,Nissan ,Nissan Qashqai,262,gas
2011,8,Toyota ,Toyota Auris,243,gas
2011,8,Volvo ,Volvo V70,232,gas
2011,8,Ford ,Ford Mondeo,230,gas
2011,8,Volkswagen ,Volkswagen Tiguan,222,gas
2011,8,Audi ,Audi A4,193,gas
2011,8,Volvo ,Volvo V50,178,gas
2011,8,Peugeot ,Peugeot 508,173,gas
2011,8,Toyota ,Toyota Yaris,153,gas
2011,8,Volvo ,Volvo V60,151,gas
2011,8,Opel ,Opel Astra,147,gas
2011,8,Peugeot ,Peugeot 3008,142,gas
2011,8,Volvo ,Volvo XC60,72,gas
2011,9,Volkswagen ,Volkswagen Golf,608,gas
2011,9,Ford ,Ford Focus,440,gas
2011,9,Nissan ,Nissan Qashqai,430,gas
2011,9,Volvo ,Volvo V70,372,gas
2011,9,Volkswagen ,Volkswagen Passat,342,gas
2011,9,Skoda ,Skoda Octavia,331,gas
2011,9,Toyota ,Toyota Avensis,321,gas
2011,9,Volvo ,Volvo XC60,301,gas
2011,9,Volvo ,Volvo V60,252,gas
2011,9,Ford ,Ford Mondeo,239,gas
2011,9,Toyota ,Toyota Auris,229,gas
2011,9,Volkswagen ,Volkswagen Tiguan,225,gas
2011,9,Volkswagen ,Volkswagen Polo,220,gas
2011,9,Audi ,Audi A4,205,gas
2011,9,Peugeot ,Peugeot 508,184,gas
2011,9,Peugeot ,Peugeot 3008,169,gas
2011,9,Volvo ,Volvo V50,163,gas
2011,9,Toyota ,Toyota Yaris,154,gas
2011,9,Opel ,Opel Astra,111,gas
2011,9,Mitsubishi ,Mitsubishi ASX,107,gas
2011,10,Volkswagen ,Volkswagen Golf,667,gas
2011,10,Ford ,Ford Focus,428,gas
2011,10,Volkswagen ,Volkswagen Tiguan,367,gas
2011,10,Volkswagen ,Volkswagen Passat,361,gas
2011,10,Skoda ,Skoda Octavia,357,gas
2011,10,Volvo ,Volvo V70,325,gas
2011,10,Nissan ,Nissan Qashqai,312,gas
2011,10,Ford ,Ford Mondeo,308,gas
2011,10,Toyota ,Toyota Auris,307,gas
2011,10,Volvo ,Volvo V60,296,gas
2011,10,Toyota ,Toyota Avensis,288,gas
2011,10,Volkswagen ,Volkswagen Polo,227,gas
2011,10,Volvo ,Volvo XC60,192,gas
2011,10,Audi ,Audi A4,184,gas
2011,10,BMW ,BMW X3,145,gas
2011,10,Mitsubishi ,Mitsubishi ASX,133,gas
2011,10,Toyota ,Toyota Yaris,94,gas
2011,10,Toyota ,Toyota Prius,75,EV/Hybrid
2011,10,Nissan ,Nissan Leaf,13,EV/Hybrid
2011,11,Volkswagen ,Volkswagen Golf,619,gas
2011,11,Ford ,Ford Focus,492,gas
2011,11,Volvo ,Volvo V70,466,gas
2011,11,Volkswagen ,Volkswagen Passat,396,gas
2011,11,Mitsubishi ,Mitsubishi ASX,382,gas
2011,11,Volkswagen ,Volkswagen Tiguan,332,gas
2011,11,Volvo ,Volvo V60,331,gas
2011,11,Toyota ,Toyota Auris,301,gas
2011,11,Ford ,Ford Mondeo,277,gas
2011,11,Nissan ,Nissan Qashqai,271,gas
2011,11,Toyota ,Toyota Avensis,268,gas
2011,11,Skoda ,Skoda Octavia,257,gas
2011,11,Volkswagen ,Volkswagen Polo,236,gas
2011,11,Volvo ,Volvo XC60,208,gas
2011,11,Peugeot ,Peugeot 508,196,gas
2011,11,Toyota ,Toyota Yaris,195,gas
2011,11,Audi ,Audi A4,178,gas
2011,11,Peugeot ,Peugeot 3008,116,gas
2011,11,Opel ,Opel Astra,114,gas
2011,11,Volvo ,Volvo V50,94,gas
2011,12,Volkswagen ,Volkswagen Golf,607,gas
2011,12,Ford ,Ford Focus,537,gas
2011,12,Volvo ,Volvo V70,503,gas
2011,12,Volkswagen ,Volkswagen Tiguan,479,gas
2011,12,Volkswagen ,Volkswagen Passat,415,gas
2011,12,Mitsubishi ,Mitsubishi ASX,415,gas
2011,12,Volvo ,Volvo V60,360,gas
2011,12,Skoda ,Skoda Octavia,321,gas
2011,12,Ford ,Ford Mondeo,309,gas
2011,12,Volkswagen ,Volkswagen Polo,230,gas
2011,12,Toyota ,Toyota Avensis,225,gas
2011,12,Nissan ,Nissan Qashqai,206,gas
2011,12,Volvo ,Volvo XC60,194,gas
2011,12,Toyota ,Toyota Yaris,188,gas
2011,12,Audi ,Audi A4,185,gas
2011,12,Peugeot ,Peugeot 508,141,gas
2011,12,Toyota ,Toyota Auris,129,gas
2011,12,Volvo ,Volvo V50,118,gas
2011,12,Peugeot ,Peugeot 3008,90,gas
2011,12,Opel ,Opel Astra,81,gas
2012,1,Volkswagen ,Volkswagen Golf,482,gas
2012,1,Toyota ,Toyota Yaris,381,gas
2012,1,Volkswagen ,Volkswagen Tiguan,336,gas
2012,1,Nissan ,Nissan Qashqai,331,gas
2012,1,Volvo ,Volvo V70,313,gas
2012,1,Volkswagen ,Volkswagen Passat,290,gas
2012,1,Ford ,Ford Focus,251,gas
2012,1,Mitsubishi ,Mitsubishi ASX,238,gas
2012,1,BMW ,BMW X3,237,gas
2012,1,Volvo ,Volvo V60,225,gas
2012,1,Volvo ,Volvo XC60,223,gas
2012,1,Toyota ,Toyota Avensis,221,gas
2012,1,Nissan ,Nissan Leaf,210,EV/Hybrid
2012,1,Peugeot ,Peugeot 508,186,gas
2012,1,Toyota ,Toyota Auris,184,gas
2012,1,Ford ,Ford Mondeo,182,gas
2012,1,Toyota ,Toyota Rav4,179,gas
2012,1,Volkswagen ,Volkswagen Polo,179,gas
2012,1,Audi ,Audi Q3,159,gas
2012,1,Suzuki ,Suzuki Swift,158,gas
2012,2,Toyota ,Toyota Avensis,423,gas
2012,2,Volkswagen ,Volkswagen Golf,377,gas
2012,2,Volkswagen ,Volkswagen Tiguan,314,gas
2012,2,Toyota ,Toyota Yaris,309,gas
2012,2,Ford ,Ford Focus,276,gas
2012,2,Volvo ,Volvo V70,270,gas
2012,2,Volkswagen ,Volkswagen Passat,263,gas
2012,2,Nissan ,Nissan Qashqai,225,gas
2012,2,Toyota ,Toyota Auris,219,gas
2012,2,Skoda ,Skoda Octavia,219,gas
2012,2,Nissan ,Nissan Leaf,214,EV/Hybrid
2012,2,Ford ,Ford Mondeo,208,gas
2012,2,Volkswagen ,Volkswagen Polo,198,gas
2012,2,Volvo ,Volvo V60,186,gas
2012,2,Toyota ,Toyota Rav4,173,gas
2012,2,Mitsubishi ,Mitsubishi ASX,171,gas
2012,2,Peugeot ,Peugeot 508,169,gas
2012,2,Kia ,Kia Sportage,154,gas
2012,2,BMW ,BMW X3,132,gas
2012,2,Volvo ,Volvo XC60,132,gas
2012,3,Volkswagen ,Volkswagen Golf,599,gas
2012,3,Ford ,Ford Focus,509,gas
2012,3,Toyota ,Toyota Avensis,500,gas
2012,3,Volvo ,Volvo V70,439,gas
2012,3,Volkswagen ,Volkswagen Tiguan,377,gas
2012,3,Toyota ,Toyota Yaris,368,gas
2012,3,Volkswagen ,Volkswagen Passat,332,gas
2012,3,Nissan ,Nissan Qashqai,293,gas
2012,3,Ford ,Ford Mondeo,264,gas
2012,3,Toyota ,Toyota Auris,263,gas
2012,3,Volvo ,Volvo V50,232,gas
2012,3,Toyota ,Toyota Rav4,228,gas
2012,3,Skoda ,Skoda Octavia,210,gas
2012,3,Volvo ,Volvo V60,199,gas
2012,3,Mitsubishi ,Mitsubishi ASX,186,gas
2012,3,BMW ,BMW X3,186,gas
2012,3,Nissan ,Nissan Leaf,179,EV/Hybrid
2012,3,Volvo ,Volvo XC60,173,gas
2012,3,Volkswagen ,Volkswagen Polo,136,gas
2012,3,Peugeot ,Peugeot 508,133,gas
2012,4,Volkswagen ,Volkswagen Golf,685,gas
2012,4,Volkswagen ,Volkswagen Tiguan,414,gas
2012,4,Volkswagen ,Volkswagen Passat,397,gas
2012,4,Toyota ,Toyota Avensis,316,gas
2012,4,Volvo ,Volvo V70,301,gas
2012,4,Skoda ,Skoda Octavia,297,gas
2012,4,Toyota ,Toyota Yaris,289,gas
2012,4,Ford ,Ford Focus,269,gas
2012,4,Volkswagen ,Volkswagen Polo,257,gas
2012,4,Volvo ,Volvo V50,228,gas
2012,4,Toyota ,Toyota Auris,208,gas
2012,4,Mitsubishi ,Mitsubishi ASX,200,gas
2012,4,BMW ,BMW X3,199,gas
2012,4,Nissan ,Nissan Qashqai,197,gas
2012,4,Volvo ,Volvo V60,183,gas
2012,4,Volvo ,Volvo XC60,169,gas
2012,4,Toyota ,Toyota Rav4,157,gas
2012,4,Ford ,Ford Mondeo,155,gas
2012,4,Peugeot ,Peugeot 508,128,gas
2012,4,Nissan ,Nissan Leaf,113,EV/Hybrid
2012,5,Volkswagen ,Volkswagen Golf,555,gas
2012,5,Ford ,Ford Focus,467,gas
2012,5,Volkswagen ,Volkswagen Passat,417,gas
2012,5,Toyota ,Toyota Avensis,376,gas
2012,5,Volvo ,Volvo V70,332,gas
2012,5,Volvo ,Volvo V50,329,gas
2012,5,Volkswagen ,Volkswagen Tiguan,313,gas
2012,5,Toyota ,Toyota Auris,299,gas
2012,5,Nissan ,Nissan Qashqai,260,gas
2012,5,Volvo ,Volvo V60,258,gas
2012,5,Toyota ,Toyota Yaris,256,gas
2012,5,Mitsubishi ,Mitsubishi ASX,240,gas
2012,5,BMW ,BMW X3,223,gas
2012,5,Skoda ,Skoda Octavia,220,gas
2012,5,Peugeot ,Peugeot 508,198,gas
2012,5,Nissan ,Nissan Leaf,179,EV/Hybrid
2012,5,Ford ,Ford Mondeo,178,gas
2012,5,Toyota ,Toyota Rav4,149,gas
2012,5,Volkswagen ,Volkswagen Polo,119,gas
2012,5,Volvo ,Volvo XC60,117,gas
2012,6,Ford ,Ford Focus,516,gas
2012,6,Volkswagen ,Volkswagen Golf,377,gas
2012,6,Volkswagen ,Volkswagen Passat,349,gas
2012,6,Toyota ,Toyota Avensis,333,gas
2012,6,Volkswagen ,Volkswagen Tiguan,311,gas
2012,6,Volvo ,Volvo V70,305,gas
2012,6,Skoda ,Skoda Octavia,274,gas
2012,6,Nissan ,Nissan Qashqai,227,gas
2012,6,Ford ,Ford Mondeo,226,gas
2012,6,Volvo ,Volvo V60,224,gas
2012,6,BMW ,BMW X3,224,gas
2012,6,Toyota ,Toyota Yaris,213,gas
2012,6,Toyota ,Toyota Auris,208,gas
2012,6,Mazda ,Mazda CX-5,204,gas
2012,6,Subaru ,Subaru XV,182,gas
2012,6,Mitsubishi ,Mitsubishi ASX,176,gas
2012,6,Kia ,Kia Sportage,164,gas
2012,6,Volvo ,Volvo XC60,157,gas
2012,6,Peugeot ,Peugeot 508,156,gas
2012,6,Toyota ,Toyota Prius,144,EV/Hybrid
2012,6,Audi ,Audi A4,143,gas
2012,6,Ford ,Ford S-Max,140,gas
2012,6,Volvo ,Volvo V50,138,gas
2012,6,Nissan ,Nissan Leaf,138,EV/Hybrid
2012,6,BMW ,BMW 1-serie,133,gas
2012,6,Peugeot ,Peugeot 208,133,gas
2012,6,Hyundai ,Hyundai i30,132,gas
2012,6,Skoda ,Skoda Superb,127,gas
2012,6,Toyota ,Toyota RAV4,125,gas
2012,6,Hyundai ,Hyundai ix35,125,gas
2012,6,Volkswagen ,Volkswagen Polo,110,gas
2012,7,Volkswagen ,Volkswagen Golf,612,gas
2012,7,Volkswagen ,Volkswagen Passat,420,gas
2012,7,Toyota ,Toyota Avensis,378,gas
2012,7,Ford ,Ford Focus,369,gas
2012,7,Skoda ,Skoda Octavia,356,gas
2012,7,Volkswagen ,Volkswagen Tiguan,352,gas
2012,7,Volvo ,Volvo V70,340,gas
2012,7,Nissan ,Nissan Qashqai,275,gas
2012,7,Subaru ,Subaru XV,263,gas
2012,7,Toyota ,Toyota Auris,245,gas
2012,7,Volvo ,Volvo V60,244,gas
2012,7,Ford ,Ford Mondeo,218,gas
2012,7,Toyota ,Toyota Yaris,212,gas
2012,7,Volkswagen ,Volkswagen Polo,198,gas
2012,7,Mitsubishi ,Mitsubishi ASX,182,gas
2012,7,Nissan ,Nissan Leaf,174,EV/Hybrid
2012,7,Volvo ,Volvo XC60,173,gas
2012,7,BMW ,BMW X3,165,gas
2012,7,Toyota ,Toyota Rav4,124,gas
2012,7,Volvo ,Volvo V50,103,gas
2012,8,Volkswagen ,Volkswagen Golf,566,gas
2012,8,Toyota ,Toyota Yaris,453,gas
2012,8,Volkswagen ,Volkswagen Passat,340,gas
2012,8,Ford ,Ford Focus,337,gas
2012,8,Toyota ,Toyota Avensis,280,gas
2012,8,Subaru ,Subaru XV,272,gas
2012,8,Volkswagen ,Volkswagen Polo,236,gas
2012,8,Nissan ,Nissan Qashqai,232,gas
2012,8,Ford ,Ford Mondeo,231,gas
2012,8,Volkswagen ,Volkswagen Tiguan,227,gas
2012,8,Skoda ,Skoda Octavia,217,gas
2012,8,Nissan ,Nissan Leaf,213,EV/Hybrid
2012,8,Volvo ,Volvo V60,199,gas
2012,8,Mitsubishi ,Mitsubishi ASX,185,gas
2012,8,Audi ,Audi A4,185,gas
2012,8,Kia ,Kia Sportage,174,gas
2012,8,Volvo ,Volvo V70,173,gas
2012,8,Toyota ,Toyota Auris,171,gas
2012,8,BMW ,BMW X3,139,gas
2012,8,Volvo ,Volvo V50,46,gas
2012,9,Volkswagen ,Volkswagen Golf,461,gas
2012,9,Ford ,Ford Focus,338,gas
2012,9,Toyota ,Toyota Prius,324,EV/Hybrid
2012,9,Volkswagen ,Volkswagen Passat,321,gas
2012,9,Volvo ,Volvo V70,320,gas
2012,9,Subaru ,Subaru XV,319,gas
2012,9,Volvo ,Volvo V60,303,gas
2012,9,Toyota ,Toyota Avensis,288,gas
2012,9,Toyota ,Toyota Yaris,274,gas
2012,9,Ford ,Ford Mondeo,263,gas
2012,9,Nissan ,Nissan Leaf,257,EV/Hybrid
2012,9,Volkswagen ,Volkswagen Tiguan,245,gas
2012,9,Nissan ,Nissan Qashqai,224,gas
2012,9,Skoda ,Skoda Octavia,179,gas
2012,9,BMW ,BMW X3,176,gas
2012,9,Toyota ,Toyota Auris,173,gas
2012,9,Mitsubishi ,Mitsubishi ASX,159,gas
2012,9,Audi ,Audi A4,119,gas
2012,9,Kia ,Kia Sportage,118,gas
2012,9,Volkswagen ,Volkswagen Polo,101,gas
2012,10,Volkswagen ,Volkswagen Golf,483,gas
2012,10,Toyota ,Toyota Yaris,460,gas
2012,10,Volkswagen ,Volkswagen Passat,391,gas
2012,10,Toyota ,Toyota Prius,351,EV/Hybrid
2012,10,Volkswagen ,Volkswagen Tiguan,341,gas
2012,10,Ford ,Ford Focus,319,gas
2012,10,Volvo ,Volvo V60,295,gas
2012,10,Toyota ,Toyota Avensis,286,gas
2012,10,Nissan ,Nissan Leaf,277,EV/Hybrid
2012,10,Volvo ,Volvo V70,276,gas
2012,10,Ford ,Ford Mondeo,262,gas
2012,10,Skoda ,Skoda Octavia,255,gas
2012,10,Nissan ,Nissan Qashqai,239,gas
2012,10,Toyota ,Toyota Auris,224,gas
2012,10,Subaru ,Subaru XV,212,gas
2012,10,Volvo ,Volvo XC60,177,gas
2012,10,BMW ,BMW X3,170,gas
2012,10,Volkswagen ,Volkswagen Polo,169,gas
2012,10,Audi ,Audi A4,160,gas
2012,10,Mitsubishi ,Mitsubishi ASX,133,gas
2012,11,Volkswagen ,Volkswagen Golf,664,gas
2012,11,Volkswagen ,Volkswagen Passat,376,gas
2012,11,Volkswagen ,Volkswagen Tiguan,371,gas
2012,11,Toyota ,Toyota Yaris,366,gas
2012,11,Volvo ,Volvo V70,337,gas
2012,11,Ford ,Ford Focus,301,gas
2012,11,Toyota ,Toyota Prius,279,EV/Hybrid
2012,11,Volvo ,Volvo V60,278,gas
2012,11,Nissan ,Nissan Qashqai,272,gas
2012,11,Volvo ,Volvo V40,230,gas
2012,11,Mitsubishi ,Mitsubishi Outlander,224,gas
2012,11,Kia ,Kia Sportage,223,gas
2012,11,Audi ,Audi A4,216,gas
2012,11,Volkswagen ,Volkswagen up!,208,gas
2012,11,Volkswagen ,Volkswagen Polo,207,gas
2012,11,Volvo ,Volvo XC60,207,gas
2012,11,Nissan ,Nissan Leaf,206,EV/Hybrid
2012,11,Toyota ,Toyota Auris,199,gas
2012,11,Peugeot ,Peugeot 208,195,gas
2012,11,Skoda ,Skoda Octavia,190,gas
2012,11,Toyota ,Toyota Avensis,187,gas
2012,11,Subaru ,Subaru XV,168,gas
2012,11,BMW ,BMW 3-serie,158,gas
2012,11,Mercedes-Benz ,Mercedes-Benz B-klasse,149,gas
2012,11,Kia ,Kia cee'd,146,gas
2012,11,BMW ,BMW X3,140,gas
2012,11,Honda ,Honda CR-V,138,gas
2012,11,Mazda ,Mazda CX-5,137,gas
2012,11,Ford ,Ford Mondeo,133,gas
2012,11,Citroen ,Citroen C4 Aircross,129,gas
2012,11,Mitsubishi ,Mitsubishi ASX,88,gas
2012,12,Volvo ,Volvo V70,454,gas
2012,12,Volkswagen ,Volkswagen Golf,452,gas
2012,12,Ford ,Ford Focus,309,gas
2012,12,Volvo ,Volvo XC60,287,gas
2012,12,Volkswagen ,Volkswagen Tiguan,278,gas
2012,12,Volvo ,Volvo V60,266,gas
2012,12,Volkswagen ,Volkswagen Passat,252,gas
2012,12,Skoda ,Skoda Octavia,252,gas
2012,12,Mazda ,Mazda CX-5,226,gas
2012,12,Volvo ,Volvo V40,220,gas
2012,12,Mitsubishi ,Mitsubishi Outlander,192,gas
2012,12,Toyota ,Toyota Prius,188,EV/Hybrid
2012,12,Toyota ,Toyota Auris,162,gas
2012,12,Mercedes-Benz ,Mercedes-Benz B-klasse,159,gas
2012,12,Mercedes-Benz ,Mercedes-Benz C-klasse,146,gas
2012,12,Audi ,Audi A4,140,gas
2012,12,Toyota ,Toyota Avensis,138,gas
2012,12,Nissan ,Nissan Leaf,138,EV/Hybrid
2012,12,Toyota ,Toyota Yaris,134,gas
2012,12,Skoda ,Skoda Superb,131,gas
2012,12,Mercedes-Benz ,Mercedes-Benz A-klasse,131,gas
2012,12,Ford ,Ford Mondeo,125,gas
2012,12,Honda ,Honda CR-V,125,gas
2012,12,Nissan ,Nissan Qashqai,122,gas
2012,12,Hyundai ,Hyundai ix35,116,gas
2012,12,Ford ,Ford Kuga,114,gas
2012,12,Kia ,Kia Sportage,113,gas
2012,12,BMW ,BMW X3,111,gas
2012,12,BMW ,BMW 3-serie,110,gas
2012,12,Volkswagen ,Volkswagen Polo,102,gas
2012,12,Subaru ,Subaru XV,80,gas
2012,12,Mitsubishi ,Mitsubishi ASX,70,gas
2013,1,Volkswagen ,Volkswagen Golf,733,gas
2013,1,Mazda ,Mazda CX-5,490,gas
2013,1,Toyota ,Toyota Yaris,403,gas
2013,1,Mitsubishi ,Mitsubishi Outlander,392,gas
2013,1,Ford ,Ford Focus,317,gas
2013,1,Nissan ,Nissan Qashqai,277,gas
2013,1,Volkswagen ,Volkswagen Tiguan,274,gas
2013,1,Volvo ,Volvo V70,269,gas
2013,1,Nissan ,Nissan Leaf,265,EV/Hybrid
2013,1,Toyota ,Toyota Prius,248,EV/Hybrid
2013,1,Volkswagen ,Volkswagen Passat,245,gas
2013,1,Volvo ,Volvo V40,243,gas
2013,1,Volvo ,Volvo V60,211,gas
2013,1,Honda ,Honda CR-V,204,gas
2013,1,Toyota ,Toyota Avensis,203,gas
2013,1,BMW ,BMW X3,195,gas
2013,1,Peugeot ,Peugeot 208,194,gas
2013,1,BMW ,BMW 3-serie,192,gas
2013,1,Peugeot ,Peugeot 508,180,gas
2013,1,Audi ,Audi A4,179,gas
2013,2,Volkswagen ,Volkswagen Golf,678,gas
2013,2,Mazda ,Mazda CX-5,497,gas
2013,2,Toyota ,Toyota Auris,410,gas
2013,2,Toyota ,Toyota Yaris,390,gas
2013,2,Nissan ,Nissan Leaf,287,EV/Hybrid
2013,2,Mercedes-Benz ,Mercedes-Benz A-klasse,281,gas
2013,2,Volkswagen ,Volkswagen Passat,274,gas
2013,2,Mitsubishi ,Mitsubishi Outlander,267,gas
2013,2,Volvo ,Volvo V40,260,gas
2013,2,Ford ,Ford Focus,253,gas
2013,2,Volkswagen ,Volkswagen Tiguan,233,gas
2013,2,Honda ,Honda CR-V,227,gas
2013,2,Volvo ,Volvo V70,200,gas
2013,2,Toyota ,Toyota Prius,197,EV/Hybrid
2013,2,Toyota ,Toyota Avensis,196,gas
2013,2,Nissan ,Nissan Qashqai,195,gas
2013,2,Peugeot ,Peugeot 208,187,gas
2013,2,Volvo ,Volvo V60,186,gas
2013,2,Kia ,Kia Sportage,175,gas
2013,2,Audi ,Audi A4,169,gas
2013,3,Volkswagen ,Volkswagen Golf,555,gas
2013,3,Mazda ,Mazda CX-5,489,gas
2013,3,Toyota ,Toyota Auris,400,gas
2013,3,Nissan ,Nissan Leaf,297,EV/Hybrid
2013,3,Volvo ,Volvo V40,270,gas
2013,3,Ford ,Ford Focus,264,gas
2013,3,Nissan ,Nissan Qashqai,259,gas
2013,3,Volkswagen ,Volkswagen Passat,258,gas
2013,3,Skoda ,Skoda Octavia,243,gas
2013,3,Toyota ,Toyota Yaris,240,gas
2013,3,Volkswagen ,Volkswagen Tiguan,238,gas
2013,3,Mitsubishi ,Mitsubishi Outlander,234,gas
2013,3,Toyota ,Toyota Avensis,224,gas
2013,3,Mercedes-Benz ,Mercedes-Benz A-klasse,221,gas
2013,3,Volvo ,Volvo V70,219,gas
2013,3,Honda ,Honda CR-V,214,gas
2013,3,Volvo ,Volvo V60,190,gas
2013,3,Toyota ,Toyota Prius,154,EV/Hybrid
2013,3,Peugeot ,Peugeot 208,148,gas
2013,3,Audi ,Audi A4,139,gas
2013,4,Volkswagen ,Volkswagen Golf,903,gas
2013,4,Nissan ,Nissan Leaf,455,EV/Hybrid
2013,4,Toyota ,Toyota Auris,431,gas
2013,4,Toyota ,Toyota Rav4,410,gas
2013,4,Mitsubishi ,Mitsubishi Outlander,387,gas
2013,4,Volvo ,Volvo V40,369,gas
2013,4,Ford ,Ford Focus,325,gas
2013,4,Volkswagen ,Volkswagen Passat,324,gas
2013,4,Volkswagen ,Volkswagen Tiguan,316,gas
2013,4,Toyota ,Toyota Yaris,297,gas
2013,4,Nissan ,Nissan Qashqai,266,gas
2013,4,Volvo ,Volvo V70,264,gas
2013,4,Mercedes-Benz ,Mercedes-Benz A-klasse,260,gas
2013,4,Skoda ,Skoda Octavia,252,gas
2013,4,Audi ,Audi A4,247,gas
2013,4,Mazda ,Mazda CX-5,243,gas
2013,4,Volvo ,Volvo V60,243,gas
2013,4,Toyota ,Toyota Avensis,208,gas
2013,4,Honda ,Honda CR-V,205,gas
2013,4,Toyota ,Toyota Prius,151,EV/Hybrid
2013,5,Volkswagen ,Volkswagen Golf,512,gas
2013,5,Volvo ,Volvo V40,400,gas
2013,5,Toyota ,Toyota Auris,397,gas
2013,5,Mitsubishi ,Mitsubishi Outlander,396,gas
2013,5,Toyota ,Toyota Yaris,366,gas
2013,5,Toyota ,Toyota Rav4,356,gas
2013,5,Ford ,Ford Focus,335,gas
2013,5,Nissan ,Nissan Leaf,330,EV/Hybrid
2013,5,Toyota ,Toyota Avensis,276,gas
2013,5,Nissan ,Nissan Qashqai,261,gas
2013,5,Volkswagen ,Volkswagen Passat,256,gas
2013,5,Opel ,Opel Mokka,238,gas
2013,5,Volvo ,Volvo V70,217,gas
2013,5,Volkswagen ,Volkswagen Tiguan,211,gas
2013,5,Audi ,Audi A3,211,gas
2013,5,Audi ,Audi A4,197,gas
2013,5,Peugeot ,Peugeot 208,194,gas
2013,5,Skoda ,Skoda Octavia,187,gas
2013,5,Mercedes-Benz ,Mercedes-Benz A-klasse,184,gas
2013,5, Mercedes-Benz , Mercedes-Benz A-klasse,184,gas
2013,5,BMW ,BMW 3-serie,173,gas
2013,5,Ford ,Ford Kuga,171,gas
2013,5,Mazda ,Mazda CX-5,167,gas
2013,5,Honda ,Honda CR-V,164,gas
2013,5,Volvo ,Volvo XC60,159,gas
2013,5,Ford ,Ford Fiesta,151,gas
2013,5,Ford ,Ford Mondeo,148,gas
2013,5,Volvo ,Volvo V60,144,gas
2013,5,BMW ,BMW 1-serie,140,gas
2013,5,Peugeot ,Peugeot 508,137,gas
2013,5,BMW ,BMW X3,136,gas
2013,6,Volkswagen ,Volkswagen Golf,550,gas
2013,6,Toyota ,Toyota Rav4,448,gas
2013,6,Toyota ,Toyota Yaris,350,gas
2013,6,Nissan ,Nissan Leaf,340,EV/Hybrid
2013,6,Mazda ,Mazda CX-5,336,gas
2013,6,Ford ,Ford Focus,295,gas
2013,6,Volkswagen ,Volkswagen Passat,281,gas
2013,6,Toyota ,Toyota Auris,269,gas
2013,6,Mitsubishi ,Mitsubishi Outlander,260,gas
2013,6,Volvo ,Volvo V40,251,gas
2013,6,Nissan ,Nissan Qashqai,230,gas
2013,6,Volvo ,Volvo V70,218,gas
2013,6,Volkswagen ,Volkswagen Tiguan,216,gas
2013,6,Skoda ,Skoda Octavia,184,gas
2013,6,Toyota ,Toyota Avensis,165,gas
2013,6,Audi ,Audi A4,159,gas
2013,6,Honda ,Honda CR-V,132,gas
2013,6,Opel ,Opel Mokka,110,gas
2013,6,Volvo ,Volvo V60,103,gas
2013,6,Mercedes-Benz ,Mercedes-Benz A-klasse,81,gas
2013,7,Volkswagen ,Volkswagen Golf,587,gas
2013,7,Mazda ,Mazda CX-5,502,gas
2013,7,Toyota ,Toyota Yaris,441,gas
2013,7,Toyota ,Toyota Rav4,423,gas
2013,7,Volvo ,Volvo V40,329,gas
2013,7,Nissan ,Nissan Qashqai,289,gas
2013,7,Nissan ,Nissan Leaf,268,EV/Hybrid
2013,7,Toyota ,Toyota Auris,257,gas
2013,7,Skoda ,Skoda Octavia,236,gas
2013,7,Volvo ,Volvo V70,233,gas
2013,7,Ford ,Ford Focus,232,gas
2013,7,Mitsubishi ,Mitsubishi Outlander,228,gas
2013,7,Volkswagen ,Volkswagen Tiguan,228,gas
2013,7,Volkswagen ,Volkswagen Passat,222,gas
2013,7,Toyota ,Toyota Avensis,222,gas
2013,7,Audi ,Audi A3,222,gas
2013,7,Audi ,Audi A4,185,gas
2013,7,Volkswagen ,Volkswagen Polo,178,gas
2013,7,Volvo ,Volvo V60,164,gas
2013,7,Ford ,Ford Mondeo,161,gas
2013,7,Ford ,Ford Kuga,158,gas
2013,7,Volvo ,Volvo XC60,155,gas
2013,7,BMW ,BMW 3-serie,143,gas
2013,7,Toyota ,Toyota Prius,142,EV/Hybrid
2013,7,Volkswagen ,Volkswagen up!,142,gas
2013,7,Kia ,Kia Sportage,136,gas
2013,7,Hyundai ,Hyundai i20,133,gas
2013,7,BMW ,BMW 1-serie,121,gas
2013,7,Mercedes-Benz ,Mercedes-Benz A-klasse,112,gas
2013,7,Skoda ,Skoda Superb,112,gas
2013,7,Honda ,Honda CR-V,76,gas
2013,8,Volkswagen ,Volkswagen Golf,514,gas
2013,8,Mazda ,Mazda CX-5,506,gas
2013,8,Toyota ,Toyota Auris,459,gas
2013,8,Nissan ,Nissan Leaf,448,EV/Hybrid
2013,8,Toyota ,Toyota Yaris,426,gas
2013,8,Toyota ,Toyota Rav4,368,gas
2013,8,Skoda ,Skoda Octavia,324,gas
2013,8,Volkswagen ,Volkswagen Tiguan,272,gas
2013,8,Ford ,Ford Focus,258,gas
2013,8,Volkswagen ,Volkswagen Passat,226,gas
2013,8,Volvo ,Volvo V40,217,gas
2013,8,Audi ,Audi A3,213,gas
2013,8,Nissan ,Nissan Qashqai,200,gas
2013,8,Mitsubishi ,Mitsubishi Outlander,188,gas
2013,8,Toyota ,Toyota Avensis,157,gas
2013,8,Mercedes-Benz ,Mercedes-Benz A-klasse,148,gas
